Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P11802	CDK4	0.495460399073024	0.197198888547872	0.692659287620897	0.774690718274137	-0.197073411887262	-0.222142590036534	0.0752075344478155	4.22222222222222
Q15349	RSK1/p90RSK	0.537941295739082	0.218963061378868	0.75690435711795	0.759570573619637	0.182117402084339	0.182117402084339	0	6
P50750	CDK9	0.648373725159926	0.0958256317158365	0.744199356875762	0.745577613381674	-0.202022389163801	-0.193086922882815	0.0134031994214791	6.66666666666667
Q9Y6S9	RSKL2	0.548745587125385	0.189721696694214	0.738467283819599	0.744187245260501	0.229399967428972	0.229399967428972	0.0157863652302072	3.5
P04049	RAF1	0.658844978253139	0.0979971086492706	0.756842086902409	0.725085105679164	0.211446356590788	0.224375175721344	0.0319361281210715	6.33333333333333
Q9UQM7	CaMK2[alpha]	0.510875050213262	0.218963061378868	0.72983811159213	0.724808467360425	-0.229939788213039	-0.229939788213039	0	3
O43930	PRKY	0.605291491401207	0.149309321178027	0.754600812579234	0.7146767780375	0.172071656093848	0.171959406941452	0.0333920490096989	11
Q13131	AMPK[alpha]1	0.537908635291763	0.108403789302959	0.646312424594722	0.684205925752606	0.153594515664782	0.155997795736906	0.0126329481859111	10.7777777777778
Q13237	PKG2	0.637910354494472	0.0447934624580583	0.68270381695253	0.664582220746452	0.124784367092464	0.131199534690303	0.0132824008568455	33.7777777777778
P51817	PRKX	0.601404437543758	0.0901553906871944	0.691559828230953	0.658075068895448	0.123749070572096	0.120834214123232	0.00919493866293214	30.7777777777778
O96017	CHK2	0.479738666152831	0.160415788400813	0.640154454553644	0.644356949779131	0.117024020209463	0.119115170390785	0.00774922729575409	20.7777777777778
Q9UHD2	TBK1	0.291549062639419	0.151026634753037	0.442575697392456	0.644356949779131	0.127356250402068	0.179664254542777	0.0716256845148503	3.6
Q15759	p38[beta]	0.562395157906418	0.177310807580281	0.739705965486699	0.620875853929608	0.190120717576872	0.169614570342358	0.0937801161184392	4.8
Q13976	PKG1	0.520165682281631	0.0447934624580583	0.564959144739689	0.597635431115839	0.111560287808171	0.113878839582295	0.0269135343272618	37
Q9HBY8	SGK2	0.381517231430859	0.0810671165050345	0.462584347935893	0.590675653395931	0.113709122202191	0.134247760381764	0.0448233512435765	14.6666666666667
Q13464	ROCK1	0.494247356590144	0.0925336415657664	0.58678099815591	0.577410160148518	-0.191606744249257	-0.185844076321812	0.0509610085067911	4.71428571428571
O15111	IKK[alpha]	0.52483350466625	0.0447934624580583	0.569626967124309	0.57350175139912	0.215365718941653	0.218677837403202	0.00496817769232452	3.66666666666667
Q8IWB6	SgK307	0.452637137005983	0.0958256317158365	0.54846276872182	0.549282968237705	0.206087316552106	0.206087316552106	0	3
Q16644	MAPKAPK3	0.431074221683738	0.127426698424579	0.558500920108317	0.541767177768008	0.103075899227423	0.101642960842954	0.00783647269139283	32.4444444444444
Q86V86	Pim3	0.401006794124804	0.11469286809652	0.515699662221324	0.509238327044081	0.0938686566830221	0.0926252100471378	0.00708255788776242	54
P49841	GSK3[beta]	0.257521822691232	0.218963061378868	0.4764848840701	0.475453296650438	0.132017345012348	0.132017345012348	0	3
P24723	PKC[eta]	0.462013953656391	0.0855722498407172	0.547586203497109	0.45633914244725	-0.128782355268354	-0.0997658391423535	0.0923406630952962	14
Q00526	CDK3	0.342351899409091	0.155597822433077	0.497949721842168	0.446427641394162	-0.118754509227519	-0.112342455549073	0.0186375480637811	7.77777777777778
P49137	MAPKAPK2	0.359300931150413	0.0836438426307731	0.442944773781186	0.437688098394445	0.0915533464112118	0.0899593116600898	0.0150331198958812	28.7777777777778
O14920	IKK[beta]	0.371634773800779	0.120981946890082	0.492616720690861	0.436860789051401	0.171482214098737	0.140716009459081	0.0371641284210023	3.66666666666667
O14757	CHK1	0.338029867083286	0.0507049787015263	0.388734845784812	0.417427605865326	0.108499341096823	0.11676925996745	0.0168711836835864	9
Q15131	CDK10	0.291632081867397	0.121725165777422	0.413357247644819	0.3882554556179	0.12193470087374	0.122453489138814	0.0267775610937365	5.11111111111111
Q9UBS0	p70S6K[beta]	0.397834563119718	0.0447934624580583	0.442628025577776	0.383927984454189	0.10772265945103	0.0921521544920692	0.0322793930854083	23.7777777777778
P28482	ERK2	0.304337639630392	0.0462364517378403	0.350574091368232	0.360226732017657	-0.0699591619110333	-0.0943376020467997	0.0798575985217524	11.5555555555556
Q00532	CDKL1	0.226328308079271	0.1106215308579	0.336949838937171	0.354467697120692	-0.0653485041689792	-0.100044139947734	0.0968355615293035	4.6
P49674	CK1[epsilon]	0.304518323509803	0.0447934624580583	0.349311785967861	0.349311785967861	0.144257183592769	0.144257183592769	NA	3
O15264	p38[delta]	0.364744138885792	0.122634512749155	0.487378651634947	0.343009200527565	0.106494552742641	0.0840378415213188	0.04648249723094	12.2222222222222
Q16566	CaMK4	0.262270524999625	0.0398164110738296	0.302086936073455	0.325462175474332	0.0765926225204561	0.0910431230132264	0.0620226872034617	12.5555555555556
P45984	JNK2	0.249243300235737	0.0485313218950156	0.297774622130753	0.322159539924246	0.0779614543857697	0.0941743194452919	0.0237249616956496	14.2222222222222
Q9UKE5	TNIK/ZC2	0.172778895712079	0.154901959985743	0.327680855697822	0.321755316304386	0.0966579441212719	0.0966579441212719	0	3
Q13535	ATR	0.310677643413403	0.0447934624580583	0.355471105871462	0.31888183016301	0.120752961413588	0.112480103255322	0.0248185744747978	5.88888888888889
Q9P1W9	Pim2	0.24165452748544	0.0912728794987787	0.332927406984219	0.302035247025018	0.0726362325232664	0.0715901336144103	0.0271496138880904	37.1111111111111
Q96GD4	AurB/Aur1	0.179019456666848	0.0412027903626562	0.220222247029504	0.299718670876001	0.0723821460794268	0.116964337225725	0.0682855195749554	4.11111111111111
P11309	Pim1	0.186538142628034	0.0795080982743237	0.266046240902357	0.273657552347819	0.0754264138896939	0.0764816926708417	0.00559411112604323	58.5555555555556
Q00537	PCTAIRE2	0.218963061378868	0.0447934624580583	0.263756523836926	0.263756523836926	0.118711781518163	0.118711781518163	NA	3
Q15418	RSK3	0.190347525114491	0.0447934624580583	0.235140987572549	0.231880105815203	0.069280515963456	0.069280515963456	0	10
P23443	p70S6K	0.18885744247053	0.0509165196946052	0.239773962165135	0.22524952691619	0.0172293818984197	0.0169772151360547	0.06539377643533	17.5555555555556
O15075	DCAMKL1	0.148622304550018	0.0713952855536644	0.220017590103683	0.216756912166616	0.0673166470050741	0.0673166470050741	0.0542302318156796	4.5
P50613	CDK7	0.122530606882457	0.0261734915343953	0.148704098416852	0.189154792768236	0.0297859706772558	0.0606112670090832	0.0452971928632001	9.55555555555556
P17252	PKC[alpha]	0.142306302100085	0.0467154129150054	0.189021715015091	0.186018924363528	0.0517481047809169	0.0554158946054925	0.0191083186726649	27.2222222222222
O94921	PFTAIRE1	0.138397148357799	0.0447934624580583	0.183190610815857	0.179097402541988	0.0761216897003836	0.0761216897003836	0	3
P27361	ERK1	0.185265355015361	0.025792675032805	0.211058030048166	0.17134010346468	0.0507972062114978	0.0556933410760819	0.0421456941562121	11.4444444444444
Q8NI60	ADCK3	0.136342411466102	0.00508416561785279	0.141426577083955	0.153662887870195	0.0191052413023331	0.0543667090785258	0.0569556151561968	8.77777777777778
O00141	SGK1	0.106582957626942	0.0457574905606751	0.152340448187618	0.153662887870195	-0.0597369186772077	-0.0597369186772077	0	3
O76039	CDKL5	0.382294443764053	0.0710554219338391	0.453349865697892	0.151195298948196	0.117822277072342	0.0755193636496257	0.092126817795727	5.28571428571429
P45983	JNK1	0.169524933802381	0.0105982200750833	0.180123153877464	0.147520006363144	0.0574108283049646	0.0491967811339443	0.0179774014024935	18.5555555555556
P53779	JNK3	0.20513196603559	0.0216078792153423	0.226739845250932	0.147520006363144	0.0662176251800046	0.0491967811339443	0.0292994923303571	18.1111111111111
P05129	PKC[gamma]	0.189364990328442	0.0260479275265692	0.215412917855011	0.136677139879544	-0.064396931620166	-0.0444043863051429	0.054574112567654	13.2222222222222
P51812	RSK2	0.0902720027837313	0.0457574905606751	0.136029493344406	0.1362014613195	0.0374096351372424	0.0374096351372424	0	8
P41743	PKC[iota]	0.120116783957434	0.0313647713858722	0.151481555343306	0.127727153775795	-0.0407084042898736	-0.0332543512234544	0.0194647661545761	14.2222222222222
P24941	CDK2	0.140114659829067	0.0457574905606751	0.185872150389743	0.126679398184601	-0.0508968718891066	-0.0274485762884129	0.038556105431223	11.8888888888889
O75582	MSK1	0.122598896590008	0	0.122598896590008	0.121478204498793	0.0502872951000548	0.0502872951000548	0	8
P06493	CDC2/CDK1	0.134865818201455	0.00995410276845739	0.144819920969912	0.114638779968488	-0.0519015609303925	-0.0494755491017142	0.0524741781140741	9.55555555555556
O75116	ROCK2	0.127099124164569	0.0383302526863346	0.165429376850904	0.105683937315562	-0.0118864619958735	0.0176449826114765	0.0663530237426046	4.8
O75676	MSK2	0.0552672253055052	0.0457574905606751	0.10102471586618	0.101274818410506	-0.0321227879928046	-0.0321227879928046	0	3
O14965	AurA/Aur2	0.0845378409959275	0.0049770513842287	0.0895148923801562	0.0936649581949093	-0.0411142497715326	-0.0428135787874138	0.00509798704764365	5.11111111111111
Q02156	PKC[epsilon]	0.0565401956031105	0.0199082055369148	0.0764484011400252	0.0883098412461389	0.0227554706693387	0.0310189698762428	0.0124781860768152	19
Q16539	MAPK14	0.0603959189017518	0	0.0603959189017518	0.0634862575211067	-0.0234443361282204	-0.025005528948141	0.0163230149804905	9.88888888888889
O43293	DAPK3	0.0624821079826534	0	0.0624821079826534	0.0624821079826534	-0.0339899496632328	-0.0339899496632328	NA	3
P68400	CK2[alpha]1	0.0639151464890255	0	0.0639151464890255	0.0624821079826534	-0.0367926102451779	-0.0367926102451779	0	3
Q05655	PKC[delta]	0.0374213281853664	0	0.0374213281853664	0.0467236633326956	0.0150547033381812	0.0196271388655484	0.00826080717342682	21.7777777777778
Q96Q40	PFTAIRE2	0.0565805413639661	0.0551673272386054	0.111747868602572	0.0457574905606751	0.0231791475333419	0.0182508798992747	0.0183281317494184	5.77777777777778
Q13164	ERK5	0.086902456125247	0.029895145174696	0.116797601299943	0.0371573187987575	-0.00608061439035359	-0.00234495112147886	0.0714992463265229	8.66666666666667
O60285	NuaK1	0.022881222009538	0	0.022881222009538	0.0277971616209356	-0.0133112074874198	-0.0133112074874198	0	3
Q04759	PKC[theta]	0.0276879735426464	0.00508416561785279	0.0327721391604992	0.0132282657337552	-0.0105356938042862	-0.00444674284389887	0.0107806776458386	21.3333333333333
Q92772	CDKL2	0.0132282657337552	0	0.0132282657337552	0.0132282657337552	-0.00613214489591386	-0.00613214489591386	NA	4
