Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P23443	p70S6K	0.368140241284428	0.712337134754985	1.08047737603941	1.16342272515935	-0.761798935540035	-0.804049499267126	0.0982587210504658	17.5555555555556
Q00537	PCTAIRE2	0.489454989793388	0.673664139071249	1.16311912886464	1.16311912886464	-0.781518517009108	-0.781518517009108	NA	3
Q00532	CDKL1	0.35511709571081	0.708420199959367	1.06353729567018	1.11793105556385	-0.647264003843431	-0.637048471007907	0.119344926992654	4.6
O15075	DCAMKL1	0.316823817902353	0.740427409015735	1.05725122691809	1.05639931307428	-0.612742721283882	-0.612742721283882	0.0822164141224327	4.5
O43293	DAPK3	0.494850021680094	0.51427857351842	1.00912859519851	1.00912859519851	-0.82614478044986	-0.82614478044986	NA	3
P17252	PKC[alpha]	0.332960372291129	0.779613934591581	1.11257430688271	0.968462276628584	-0.758441786118862	-0.729528982698529	0.0560422444401143	27.2222222222222
P49841	GSK3[beta]	0.455132967209395	0.517126416391246	0.972259383600641	0.965676418418371	-0.735530091177055	-0.735530091177055	0	3
Q86V86	Pim3	0.22662532427165	0.776874043076018	1.00349936734767	0.907981529247203	-0.721440017469787	-0.72460065421757	0.0369441979384122	54
Q9Y6S9	RSKL2	0.135203138049606	0.534576404158752	0.669779542208358	0.673210096853467	-0.364296294512232	-0.364296294512232	0.0413447937322908	3.5
Q9HBY8	SGK2	0.235206145733218	0.393618634889395	0.628824780622613	0.633196151466183	-0.621708386090344	-0.60769291026497	0.0465975666468229	14.6666666666667
Q16644	MAPKAPK3	0.259161391419536	0.55297788482219	0.812139276241726	0.631690796468866	-0.719215916545209	-0.70924770440252	0.0398251870724274	32.4444444444444
O43930	PRKY	0.26209597844431	0.452467291267828	0.714563269712138	0.630190641326458	-0.616854773556034	-0.621527499445526	0.0631799100954068	11
Q15131	CDK10	0.203122126046793	0.393618634889395	0.596740760936188	0.60403792272497	-0.506174435660681	-0.477956653792346	0.0609695795859898	5.11111111111111
Q15418	RSK3	0.193714812725706	0.393618634889395	0.587333447615101	0.586083606820542	-0.554472923928668	-0.554472923928668	0	10
Q9UIK4	DAPK2	0.193951794009185	0.393618634889395	0.58757042889858	0.582043629018802	-0.434034533124063	-0.434034533124063	0	3
Q8IWB6	SgK307	0.197550580590546	0.387216143280265	0.58476672387081	0.579681115211411	-0.447072317091401	-0.447072317091401	0	3
O14920	IKK[beta]	0.156655488366077	0.382565040759027	0.539220529125104	0.546045975747283	-0.412470371007732	-0.392295543399359	0.043975193347577	3.66666666666667
P42345	mTOR/FRAP	0.14308468393085	0.317276463656933	0.460361147587783	0.535081437319756	-0.411797962795003	-0.450644181787461	0.0723190456933312	4.88888888888889
Q14164	IKK[epsilon]	0.146244791623948	0.393618634889395	0.539863426513344	0.518557371497695	-0.426367115169954	-0.404725815463166	0.042943122804281	4.77777777777778
Q9P1W9	Pim2	0.161473593174583	0.616639841447041	0.778113434621624	0.517400794297753	-0.65551135719735	-0.635894854667401	0.0634879556134805	37.1111111111111
Q96Q40	PFTAIRE2	0.094669107116254	0.393618634889395	0.488287742005649	0.480865331218072	-0.377364666547233	-0.37699816664031	0.0309202316348521	5.77777777777778
O96017	CHK2	0.0883887998369997	0.393618634889395	0.482007434726395	0.475588298104515	-0.519632296692239	-0.50649870078723	0.0307632486511128	20.7777777777778
P31749	Akt1/PKB[alpha]	0.0673966735078373	0.393618634889395	0.461015308397232	0.454099382270777	-0.537282789120542	-0.525583570429763	0.0332415685588477	28.2222222222222
P04049	RAF1	0.167852928163921	0.372483790627604	0.540336718791525	0.445331586664277	-0.493221601944436	-0.481448048676046	0.040078553825152	6.33333333333333
P31751	Akt2/PKB[beta]	0.0639517871255958	0.393618634889395	0.457570422014991	0.443253780513272	-0.521993054971959	-0.523170656336876	0.0207959621642452	25.8888888888889
Q13131	AMPK[alpha]1	0.0435042644996582	0.34002056954906	0.383524834048718	0.43937612545007	-0.373392111960079	-0.392858118059713	0.0420617981502487	10.7777777777778
Q9UHD2	TBK1	0.139170686130484	0.337025223668746	0.476195909799231	0.438359662154887	-0.391579077775947	-0.397791038658654	0.00850607775449611	3.6
O60285	NuaK1	0.138384061540106	0.299296282854981	0.437680344395086	0.435973422734525	-0.358283824319713	-0.358283824319713	0	3
P16066	ANP[alpha]	0.0393186745960164	0.393618634889395	0.432937309485411	0.433623796560979	-0.468871182608559	-0.472927120504747	0.0115058533913257	22.8888888888889
P51817	PRKX	0.0691271657868315	0.393618634889395	0.462745800676227	0.419567732096518	-0.532765742707768	-0.517585866412492	0.0501777816323424	30.7777777777778
Q13976	PKG1	0.0453825583430999	0.382565040759027	0.427947599102127	0.413160742613295	-0.520370366781374	-0.483223439882727	0.113709689929177	37
Q9UBS0	p70S6K[beta]	0.0362609525184754	0.343115659834109	0.379376612352584	0.40684690062315	-0.450190547238727	-0.443836735343969	0.0500499415934446	23.7777777777778
P17612	PKA[alpha]	0.00271334394971946	0.393618634889395	0.396331978839114	0.396232250492082	-0.483384263750106	-0.50069247444503	0.0326684181845886	49.7777777777778
Q13237	PKG2	0.0016456124302433	0.393618634889395	0.395264247319638	0.395359296465696	-0.38106948276633	-0.374869122209805	0.0380100310962538	33.7777777777778
Q13153	PAK1	0.0686264469619057	0.299296282854981	0.367922729816886	0.369877357140688	-0.344503879208833	-0.344503879208833	0	6
Q15349	RSK1/p90RSK	0.0680349973522199	0.299296282854981	0.367331280207201	0.364797831611413	-0.341275464334119	-0.341275464334119	0	6
Q13535	ATR	0.118804137165054	0.216096420727265	0.334900557892319	0.334141449387665	-0.423103228673385	-0.427529155737796	0.0132777811932342	5.88888888888889
P68400	CK2[alpha]1	0.113197002365211	0.216096420727265	0.329293423092476	0.329605695554783	-0.320846523100726	-0.320846523100726	0	3
Q16566	CaMK4	0.173277079091116	0.339597430440497	0.512874509531613	0.309159161300587	-0.486797721844558	-0.306219398701994	0.261269402119429	12.5555555555556
P48729	CK1[alpha]	0.0364699896668646	0.256430993988549	0.292900983655413	0.269540739954231	-0.302949295856899	-0.287501401243984	0.0265196707327973	8
Q9UKE5	TNIK/ZC2	0.0814742665120313	0.157390760389438	0.238865026901469	0.238324015821372	-0.246635395583724	-0.246635395583724	0	3
O94921	PFTAIRE1	0.0810048398864276	0.152427340857888	0.233432180744315	0.233349248481814	-0.23893874817383	-0.23893874817383	0	3
O95819	HGK/ZC1	0.0999681073339713	0.207864517433402	0.307832624767373	0.200119331195763	-0.32858125817744	-0.26340170329014	0.124086460115042	4.57142857142857
Q15139	PKD1	0.0287409544419822	0.154901959985743	0.183642914427725	0.182699121606679	-0.247752034969771	-0.247752034969771	0	6
P49674	CK1[epsilon]	0.0296531237699066	0.0947439512515487	0.124397075021455	0.124397075021455	-0.106879462682134	-0.106879462682134	NA	3
P10398	ARAF	0.0204556504754153	0.0438315695246367	0.064287220000052	0.0642831948205416	-0.0940048077853895	-0.0940048077853895	0	3
P15056	BRAF	0.0201543699393835	0.0438315695246367	0.0639859394640202	0.0642831948205416	-0.0971777758511359	-0.0940048077853895	0.00951890419723928	3.11111111111111
O15111	IKK[alpha]	0.0182437325489455	0.0298623083053722	0.0481060408543177	0.0625222294184899	-0.111679407443033	-0.121530691782323	0.0147769265089342	3.66666666666667
