Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Regulation Of Microtubule Binding (GO:1904526),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,PPP2CB
Response To Lead Ion (GO:0010288),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,PPP2CB
Positive Regulation Of Spindle Assembly (GO:1905832),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,GPSM2
Desmosome Organization (GO:0002934),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,DSP
Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,KCNA1
Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),1/6,0.0053884659389882355,0.05234417544120871,0,0,235.0235294117647,1227.644124299904,FXYD1
Regulation Of Protein Localization To Cell Cortex (GO:1904776),1/7,0.006283877774032595,0.05234417544120871,0,0,195.84313725490196,992.8792720611536,GPSM2
Positive Regulation Of Membrane Potential (GO:0045838),1/7,0.006283877774032595,0.05234417544120871,0,0,195.84313725490196,992.8792720611536,BAD
"Regulation Of Wound Healing, Spreading Of Epidermal Cells (GO:1903689)",1/7,0.006283877774032595,0.05234417544120871,0,0,195.84313725490196,992.8792720611536,MTOR
Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514),1/7,0.006283877774032595,0.05234417544120871,0,0,195.84313725490196,992.8792720611536,RYR1
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761),1/7,0.006283877774032595,0.05234417544120871,0,0,195.84313725490196,992.8792720611536,MTOR
Cellular Response To Metal Ion (GO:0071248),2/135,0.0064465840748537725,0.05234417544120871,0,0,18.655075187969924,94.10002147267744,RYR1;KCNA1
Regulation Of Type B Pancreatic Cell Development (GO:2000074),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,BAD
Negative Regulation Of Systemic Arterial Blood Pressure (GO:0003085),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,ADRB2
Response To Magnesium Ion (GO:0032026),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,KCNA1
Anoikis (GO:0043276),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,MTOR
Neuronal Action Potential (GO:0019228),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,KCNA1
Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069),1/8,0.007178528720410204,0.05234417544120871,0,0,167.85714285714286,828.6537822644398,DSP
Positive Regulation Of Cellular Catabolic Process (GO:0031331),2/146,0.007500221907926114,0.05234417544120871,0,0,17.22048611111111,84.25678485273872,BAD;MTOR
Positive Regulation Of Keratinocyte Migration (GO:0051549),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,MTOR
Peptidyl-Serine Dephosphorylation (GO:0070262),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,PPP2CB
Cellular Response To Purine-Containing Compound (GO:0071415),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,RYR1
High-Density Lipoprotein Particle Assembly (GO:0034380),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,PRKACG
Positive Regulation Of Protein Kinase A Signaling (GO:0010739),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,ADRB2
Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,FXYD1
Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901838),1/9,0.008072419310050151,0.05234417544120871,0,0,146.86764705882354,707.7995527019895,MTOR
Peptidyl-Serine Phosphorylation (GO:0018105),2/158,0.008732577066799934,0.05234417544120871,0,0,15.886217948717947,75.3117101227541,PRKACG;MTOR
Negative Regulation Of Interferon-Beta Production (GO:0032688),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,REL
Cellular Response To Leucine (GO:0071233),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,MTOR
TORC1 Signaling (GO:0038202),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,MTOR
Positive Regulation Of Protein Depolymerization (GO:1901881),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,STMN2
Response To Leucine (GO:0043201),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,MTOR
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296),1/10,0.008965550093347357,0.05234417544120871,0,0,130.54248366013073,615.425022203049,RYR1
Protein Phosphorylation (GO:0006468),3/500,0.009582224106397506,0.05234417544120871,0,0,7.841046277665996,36.44397206879493,BCKDK;PRKACG;MTOR
Peptidyl-Serine Modification (GO:0018209),2/166,0.009601370877517652,0.05234417544120871,0,0,15.105182926829269,70.1764049009769,PRKACG;MTOR
Epithelial Cell-Cell Adhesion (GO:0090136),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,DSP
Negative Regulation Of Microtubule Polymerization (GO:0031115),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,STMN2
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,DSP
Regulation Of Keratinocyte Migration (GO:0051547),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,MTOR
Regulation Of Lipid Kinase Activity (GO:0043550),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,RBL2
Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,ADRB2
Regulation Of Muscle System Process (GO:0090257),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,KCNA1
Skeletal Muscle Fiber Development (GO:0048741),1/11,0.009857921634816497,0.05234417544120871,0,0,117.48235294117649,542.7073703814344,RYR1
Cellular Response To Leucine Starvation (GO:1990253),1/12,0.010749534506708168,0.056285757069846926,0,0,106.79679144385028,484.0984098875249,MTOR
Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),1/13,0.011640389286531057,0.057994860267486285,0,0,97.8921568627451,435.94063546940737,MTOR
Response To Nerve Growth Factor (GO:1990089),1/13,0.011640389286531057,0.057994860267486285,0,0,97.8921568627451,435.94063546940737,STMN2
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479),1/13,0.011640389286531057,0.057994860267486285,0,0,97.8921568627451,435.94063546940737,ADRB2
Phosphate-Containing Compound Metabolic Process (GO:0006796),2/184,0.011691271565859303,0.057994860267486285,0,0,13.5989010989011,60.50032428909118,BCKDK;MTOR
Renal Water Homeostasis (GO:0003091),1/14,0.01253048655713669,0.0581525832555203,0,0,90.3574660633484,395.7287161899813,PRKACG
Myotube Cell Development (GO:0014904),1/14,0.01253048655713669,0.0581525832555203,0,0,90.3574660633484,395.7287161899813,RYR1
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974),1/14,0.01253048655713669,0.0581525832555203,0,0,90.3574660633484,395.7287161899813,KCNA1
Positive Regulation Of Protein Metabolic Process (GO:0051247),2/196,0.013186187479993752,0.0581525832555203,0,0,12.75,55.18946385360139,BAD;MTOR
Regulation Of Cellular Response To Heat (GO:1900034),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,MTOR
Protein Localization To Cell-Cell Junction (GO:0150105),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,DSP
Vasodilation (GO:0042311),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,ADRB2
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,ADRB2
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,MTOR
Regulation Of Carbohydrate Metabolic Process (GO:0006109),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,BCKDK
Branched-Chain Amino Acid Metabolic Process (GO:0009081),1/15,0.01341982690512007,0.0581525832555203,0,0,83.89915966386555,361.6911269349327,BCKDK
Regulation Of Protein Kinase A Signaling (GO:0010738),1/16,0.014308410919694987,0.05993634351916678,0,0,78.30196078431372,332.5412031884909,ADRB2
Protein Kinase A Signaling (GO:0010737),1/16,0.014308410919694987,0.05993634351916678,0,0,78.30196078431372,332.5412031884909,PRKACG
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),1/16,0.014308410919694987,0.05993634351916678,0,0,78.30196078431372,332.5412031884909,BAD
Carboxylic Acid Catabolic Process (GO:0046395),1/17,0.015196239191186836,0.06030507552713092,0,0,73.40441176470588,307.3227868353231,BCKDK
Peptidyl-Threonine Dephosphorylation (GO:0035970),1/17,0.015196239191186836,0.06030507552713092,0,0,73.40441176470588,307.3227868353231,PPP2CB
Cellular Response To Alkaloid (GO:0071312),1/17,0.015196239191186836,0.06030507552713092,0,0,73.40441176470588,307.3227868353231,RYR1
Microtubule Depolymerization (GO:0007019),1/17,0.015196239191186836,0.06030507552713092,0,0,73.40441176470588,307.3227868353231,STMN2
Branched-Chain Amino Acid Catabolic Process (GO:0009083),1/17,0.015196239191186836,0.06030507552713092,0,0,73.40441176470588,307.3227868353231,BCKDK
Positive Regulation Of Glycolytic Process (GO:0045821),1/18,0.0160833123117468,0.06063408741528544,0,0,69.08304498269896,285.3111137768628,MTOR
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),1/18,0.0160833123117468,0.06063408741528544,0,0,69.08304498269896,285.3111137768628,MTOR
Adrenergic Receptor Signaling Pathway (GO:0071875),1/18,0.0160833123117468,0.06063408741528544,0,0,69.08304498269896,285.3111137768628,ADRB2
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),1/18,0.0160833123117468,0.06063408741528544,0,0,69.08304498269896,285.3111137768628,BAD
Neuromuscular Process (GO:0050905),1/18,0.0160833123117468,0.06063408741528544,0,0,69.08304498269896,285.3111137768628,KCNA1
Regulation Of Gene Expression (GO:0010468),4/1127,0.016267591384928986,0.06072160348631909,0,0,4.7981172878768605,19.761431861803057,RBL2;PPP2CB;REL;MTOR
Pore Complex Assembly (GO:0046931),1/19,0.016969630876880012,0.06151491192869005,0,0,65.24183006535948,265.9472259849427,BAD
Multicellular Organismal-Level Water Homeostasis (GO:0050891),1/19,0.016969630876880012,0.06151491192869005,0,0,65.24183006535948,265.9472259849427,PRKACG
Regulation Of Behavior (GO:0050795),1/19,0.016969630876880012,0.06151491192869005,0,0,65.24183006535948,265.9472259849427,MTOR
Apoptotic Process (GO:0006915),2/228,0.017555899671676495,0.06175604306999404,0,0,10.926991150442475,44.170889006910734,BAD;MTOR
Regulation Of Spindle Organization (GO:0090224),1/20,0.017855195476470426,0.06175604306999404,0,0,61.80495356037152,248.79341471282055,GPSM2
Negative Regulation Of Microtubule Depolymerization (GO:0007026),1/20,0.017855195476470426,0.06175604306999404,0,0,61.80495356037152,248.79341471282055,STMN2
Activation Of Adenylate Cyclase Activity (GO:0007190),1/20,0.017855195476470426,0.06175604306999404,0,0,61.80495356037152,248.79341471282055,ADRB2
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858),1/20,0.017855195476470426,0.06175604306999404,0,0,61.80495356037152,248.79341471282055,BAD
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),1/21,0.01874000670829494,0.0630802011520285,0,0,58.71176470588235,233.50224496360525,STMN2
Negative Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804),1/21,0.01874000670829494,0.0630802011520285,0,0,58.71176470588235,233.50224496360525,PPP2CB
Positive Regulation Of Translational Initiation (GO:0045948),1/21,0.01874000670829494,0.0630802011520285,0,0,58.71176470588235,233.50224496360525,MTOR
Regulation Of Autophagy (GO:0010506),2/241,0.01948499755087271,0.06377821180667434,0,0,10.325836820083682,40.664286050186355,BAD;MTOR
Negative Regulation Of Macroautophagy (GO:0016242),1/22,0.019624065171284413,0.06377821180667434,0,0,55.91316526610644,219.7945772360195,MTOR
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),1/22,0.019624065171284413,0.06377821180667434,0,0,55.91316526610644,219.7945772360195,MTOR
Positive Regulation Of Phosphatase Activity (GO:0010922),1/22,0.019624065171284413,0.06377821180667434,0,0,55.91316526610644,219.7945772360195,MTOR
Positive Regulation Of Programmed Cell Death (GO:0043068),2/245,0.0200959315565603,0.0647535572378054,0,0,10.15380658436214,39.67333786010918,BAD;RPS6
Protein Localization To Cell Junction (GO:1902414),1/23,0.02050737145707836,0.06496873142284489,0,0,53.36898395721925,207.44368622737056,DSP
Negative Regulation Of Protein Depolymerization (GO:1901880),1/23,0.02050737145707836,0.06496873142284489,0,0,53.36898395721925,207.44368622737056,STMN2
Positive Regulation Of Lipid Metabolic Process (GO:0045834),1/24,0.02138992615773652,0.06609837837267761,0,0,51.0460358056266,196.26359569838613,MTOR
Regulation Of Microtubule Depolymerization (GO:0031114),1/24,0.02138992615773652,0.06609837837267761,0,0,51.0460358056266,196.26359569838613,STMN2
Response To Purine-Containing Compound (GO:0014074),1/24,0.02138992615773652,0.06609837837267761,0,0,51.0460358056266,196.26359569838613,RYR1
Activation Of Protein Kinase B Activity (GO:0032148),1/25,0.02227172987906945,0.06614130771253544,0,0,48.916666666666664,186.10038260880103,MTOR
Regulation Of Cell Size (GO:0008361),1/25,0.02227172987906945,0.06614130771253544,0,0,48.916666666666664,186.10038260880103,MTOR
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),1/26,0.023152783214921657,0.06614130771253544,0,0,46.95764705882353,176.82560723797164,STMN2
Regulation Of Transcription By RNA Polymerase III (GO:0006359),1/26,0.023152783214921657,0.06614130771253544,0,0,46.95764705882353,176.82560723797164,MTOR
Negative Regulation Of Protein Polymerization (GO:0032272),1/26,0.023152783214921657,0.06614130771253544,0,0,46.95764705882353,176.82560723797164,STMN2
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),1/26,0.023152783214921657,0.06614130771253544,0,0,46.95764705882353,176.82560723797164,ADRB2
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/26,0.023152783214921657,0.06614130771253544,0,0,46.95764705882353,176.82560723797164,DSP
Regulation Of Apoptotic Process (GO:0042981),3/705,0.023977008063215583,0.06614130771253544,0,0,5.492877492877493,20.492057826705068,BAD;RPS6;MTOR
Peptide Cross-Linking (GO:0018149),1/27,0.02403308675659661,0.06614130771253544,0,0,45.14932126696833,168.33128827465845,DSP
Cellular Response To Acid Chemical (GO:0071229),1/27,0.02403308675659661,0.06614130771253544,0,0,45.14932126696833,168.33128827465845,MTOR
Microtubule Polymerization Or Depolymerization (GO:0031109),1/27,0.02403308675659661,0.06614130771253544,0,0,45.14932126696833,168.33128827465845,STMN2
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),1/27,0.02403308675659661,0.06614130771253544,0,0,45.14932126696833,168.33128827465845,STMN2
Positive Regulation Of Apoptotic Process (GO:0043065),2/270,0.024094729433255743,0.06614130771253544,0,0,9.194962686567164,34.258244022923115,BAD;RPS6
Protein Depolymerization (GO:0051261),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,STMN2
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,FXYD1
Regulation Of Glucose Metabolic Process (GO:0010906),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,BCKDK
Cellular Response To Osmotic Stress (GO:0071470),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,MTOR
Regulation Of Lipid Biosynthetic Process (GO:0046890),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,MTOR
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,DSP
Primary Neural Tube Formation (GO:0014020),1/28,0.0249126411012733,0.06614130771253544,0,0,43.474945533769066,160.52601632867996,VASP
Establishment Of Mitotic Spindle Orientation (GO:0000132),1/29,0.02579144685281,0.06614541131639028,0,0,41.92016806722689,153.33191684558912,GPSM2
Regulation Of Spindle Assembly (GO:0090169),1/29,0.02579144685281,0.06614541131639028,0,0,41.92016806722689,153.33191684558912,GPSM2
Tube Closure (GO:0060606),1/29,0.02579144685281,0.06614541131639028,0,0,41.92016806722689,153.33191684558912,VASP
Heterotypic Cell-Cell Adhesion (GO:0034113),1/29,0.02579144685281,0.06614541131639028,0,0,41.92016806722689,153.33191684558912,DSP
Regulation Of Muscle Contraction (GO:0006937),1/29,0.02579144685281,0.06614541131639028,0,0,41.92016806722689,153.33191684558912,KCNA1
Response To Amino Acid (GO:0043200),1/30,0.02666950460061794,0.06793515698941192,0,0,40.47261663286004,146.68225415832842,MTOR
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),1/31,0.02754681494066949,0.06805418602769366,0,0,39.12156862745098,140.51952455455398,STMN2
NIK/NF-kappaB Signaling (GO:0038061),1/32,0.028423378470110255,0.06805418602769366,0,0,37.85768500948767,134.79392621731594,REL
Mitochondrial Membrane Organization (GO:0007006),1/32,0.028423378470110255,0.06805418602769366,0,0,37.85768500948767,134.79392621731594,BAD
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),1/32,0.028423378470110255,0.06805418602769366,0,0,37.85768500948767,134.79392621731594,BAD
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),1/32,0.028423378470110255,0.06805418602769366,0,0,37.85768500948767,134.79392621731594,RBL2
Neural Tube Closure (GO:0001843),1/32,0.028423378470110255,0.06805418602769366,0,0,37.85768500948767,134.79392621731594,VASP
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),1/33,0.02929919579032357,0.06805418602769366,0,0,36.67279411764706,129.4621221594897,ADRB2
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),1/33,0.02929919579032357,0.06805418602769366,0,0,36.67279411764706,129.4621221594897,DSP
Positive Regulation Of Protein Dephosphorylation (GO:0035307),1/33,0.02929919579032357,0.06805418602769366,0,0,36.67279411764706,129.4621221594897,MTOR
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),1/33,0.02929919579032357,0.06805418602769366,0,0,36.67279411764706,129.4621221594897,BCKDK
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),1/33,0.02929919579032357,0.06805418602769366,0,0,36.67279411764706,129.4621221594897,MTOR
ATP Metabolic Process (GO:0046034),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,BAD
Establishment Of Mitotic Spindle Localization (GO:0040001),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,GPSM2
Cellular Response To Amyloid-Beta (GO:1904646),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,ADRB2
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,MTOR
Apoptotic Mitochondrial Changes (GO:0008637),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,BAD
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,MTOR
Regulation Of Blood Circulation (GO:1903522),1/34,0.030174267482518016,0.06805418602769366,0,0,35.559714795008915,124.48623298308226,FXYD1
Establishment Of Spindle Orientation (GO:0051294),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,GPSM2
Cellular Response To Amino Acid Stimulus (GO:0071230),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,MTOR
Action Potential (GO:0001508),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,KCNA1
Response To Nutrient Levels (GO:0031667),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,MTOR
Positive Regulation Of Cell Development (GO:0010720),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,BAD
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),1/35,0.031048594155870846,0.06805418602769366,0,0,34.5121107266436,119.83301120641356,RBL2
Lytic Vacuole Organization (GO:0080171),1/36,0.03192217639649051,0.06876948857986813,0,0,33.52436974789916,115.4731604004656,MTOR
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),1/36,0.03192217639649051,0.06876948857986813,0,0,33.52436974789916,115.4731604004656,RYR1
Positive Regulation Of Signaling Receptor Activity (GO:2000273),1/36,0.03192217639649051,0.06876948857986813,0,0,33.52436974789916,115.4731604004656,ADRB2
Calcium Ion Import Across Plasma Membrane (GO:0098703),1/37,0.0327950148043916,0.06881041495093522,0,0,32.591503267973856,111.38077026649428,SCN7A
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),1/37,0.0327950148043916,0.06881041495093522,0,0,32.591503267973856,111.38077026649428,FXYD1
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),1/37,0.0327950148043916,0.06881041495093522,0,0,32.591503267973856,111.38077026649428,MTOR
Amino Acid Catabolic Process (GO:0009063),1/38,0.03366710996592093,0.06881041495093522,0,0,31.70906200317965,107.5328454820737,BCKDK
Negative Regulation Of Type I Interferon Production (GO:0032480),1/38,0.03366710996592093,0.06881041495093522,0,0,31.70906200317965,107.5328454820737,REL
Protein-Containing Complex Assembly (GO:0065003),2/328,0.03450762582728679,0.06881041495093522,0,0,7.53680981595092,25.373235060695535,BAD;ADRB2
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1/39,0.03453846248378679,0.06881041495093522,0,0,30.873065015479877,103.9089106040704,MTOR
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),1/39,0.03453846248378679,0.06881041495093522,0,0,30.873065015479877,103.9089106040704,RYR1
Regulation Of Mitochondrial Membrane Potential (GO:0051881),1/39,0.03453846248378679,0.06881041495093522,0,0,30.873065015479877,103.9089106040704,BAD
Regulation Of Mitotic Spindle Organization (GO:0060236),1/39,0.03453846248378679,0.06881041495093522,0,0,30.873065015479877,103.9089106040704,GPSM2
Positive Regulation Of Insulin Secretion (GO:0032024),1/40,0.03540907294557409,0.06881041495093522,0,0,30.07993966817496,100.49067723322013,BAD
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),1/40,0.03540907294557409,0.06881041495093522,0,0,30.07993966817496,100.49067723322013,RYR1
