Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
PI3K-Akt signaling pathway,2/354,0.03965632130974999,0.06805220570438579,0,0,6.970880681818182,22.49855166852595,CDKN1A;RAF1
Type II diabetes mellitus,1/46,0.04061718578452446,0.06885108322010854,0,0,26.061437908496732,83.48948444789488,CACNA1C
Carbohydrate digestion and absorption,1/47,0.0414826184608072,0.06947089115725544,0,0,25.493606138107417,81.1329113370927,PRKCB
Alzheimer disease,2/369,0.04275365242349016,0.07074711531982299,0,0,6.680858310626703,21.06007399810004,CACNA1C;RAF1
Endocrine and other factor-regulated calcium reabsorption,1/53,0.04665975146146969,0.07630241709581513,0,0,22.54524886877828,69.09833217880467,PRKCB
Regulation of lipolysis in adipocytes,1/55,0.048379585909741875,0.07819491210993164,0,0,21.70806100217865,65.7467122997584,ADRB2
Basal cell carcinoma,1/63,0.05522966630423428,0.08824050133665017,0,0,18.89943074003795,54.73757147758474,CDKN1A
Cortisol synthesis and secretion,1/65,0.0569348954637786,0.08993125533483211,0,0,18.30698529411765,52.46501611587855,CACNA1C
Acute myeloid leukemia,1/67,0.058637217599069806,0.09157947467719892,0,0,17.750445632798574,50.34710965358108,RAF1
Fc epsilon RI signaling pathway,1/68,0.05948728998273248,0.09187481452888684,0,0,17.484635645302898,49.34151245692923,RAF1
Central carbon metabolism in cancer,1/70,0.06118526031669336,0.0924429476523954,0,0,16.97612958226769,47.42874202866335,RAF1
Prolactin signaling pathway,1/70,0.06118526031669336,0.0924429476523954,0,0,16.97612958226769,47.42874202866335,RAF1
p53 signaling pathway,1/73,0.06372678840915502,0.09524756547174784,0,0,16.266339869281047,44.783677915691136,CDKN1A
Thyroid hormone synthesis,1/75,0.06541752897671287,0.09616132598303193,0,0,15.825119236883944,43.154546742931096,PRKCB
Gastric acid secretion,1/76,0.06626181755179136,0.09616132598303193,0,0,15.613333333333332,42.376795202067306,PRKCB
Arrhythmogenic right ventricular cardiomyopathy,1/77,0.06710538575794313,0.09616132598303193,0,0,15.407120743034056,41.62219761611141,CACNA1C
Leishmaniasis,1/77,0.06710538575794313,0.09616132598303193,0,0,15.407120743034056,41.62219761611141,PRKCB
Taste transduction,1/86,0.07466517827093744,0.10590265081286024,0,0,13.76955017301038,35.728422579909434,CACNA1C
Cardiac muscle contraction,1/87,0.07550157451990408,0.1060072611946128,0,0,13.60875512995896,35.15960381916263,CACNA1C
PD-L1 expression and PD-1 checkpoint pathway in cancer,1/89,0.07717222548711895,0.10726939342709534,0,0,13.29812834224599,34.06602362525984,RAF1
Hypertrophic cardiomyopathy,1/90,0.07800648136170299,0.1073554545472942,0,0,13.148050231328488,33.540194413490916,CACNA1C
Morphine addiction,1/91,0.07884002491200945,0.10743885747813052,0,0,13.001307189542484,33.02766894797317,PRKCB
Small cell lung cancer,1/92,0.07967285673748564,0.1075196804515583,0,0,12.857789269553976,32.527973699604026,CDKN1A
Dilated cardiomyopathy,1/96,0.08299707803951369,0.11092878699511924,0,0,12.313931888544891,30.64875924889407,CACNA1C
Phosphatidylinositol signaling system,1/97,0.08382635971666402,0.11097013333920284,0,0,12.185049019607844,30.20683114705019,PRKCB
Inflammatory mediator regulation of TRP channels,1/98,0.08465493309372914,0.11100977075498444,0,0,12.058823529411764,29.775308154544383,PRKCB
AGE-RAGE signaling pathway in diabetic complications,1/100,0.08630995715059277,0.11121431018508043,0,0,11.81402257872846,28.942114306609312,PRKCB
Amoebiasis,1/102,0.08796215478207874,0.11121431018508043,0,0,11.578916715200933,28.146593675405043,PRKCB
Pancreatic secretion,1/102,0.08796215478207874,0.11121431018508043,0,0,11.578916715200933,28.146593675405043,PRKCB
T cell receptor signaling pathway,1/104,0.08961153050884178,0.11121431018508043,0,0,11.352941176470589,27.38637392725137,RAF1
C-type lectin receptor signaling pathway,1/104,0.08961153050884178,0.11121431018508043,0,0,11.352941176470589,27.38637392725137,RAF1
NF-kappa B signaling pathway,1/104,0.08961153050884178,0.11121431018508043,0,0,11.352941176470589,27.38637392725137,PRKCB
Cell cycle,1/124,0.10595107803152952,0.12918596356475967,0,0,9.49736967957915,21.31948479946905,CDKN1A
Platelet activation,1/124,0.10595107803152952,0.12918596356475967,0,0,9.49736967957915,21.31948479946905,VASP
Relaxin signaling pathway,1/129,0.10999247141798286,0.13294742197477927,0,0,9.124080882352942,20.13997932609556,RAF1
Apelin signaling pathway,1/137,0.11642283357542343,0.1359896963612089,0,0,8.583910034602075,18.459926845841217,RAF1
Autophagy,1/137,0.11642283357542343,0.1359896963612089,0,0,8.583910034602075,18.459926845841217,RAF1
Yersinia infection,1/137,0.11642283357542343,0.1359896963612089,0,0,8.583910034602075,18.459926845841217,RPS6KA1
Estrogen signaling pathway,1/137,0.11642283357542343,0.1359896963612089,0,0,8.583910034602075,18.459926845841217,RAF1
Apoptosis,1/142,0.12041950100185368,0.13810764613480572,0,0,8.277430120984564,17.521447135021635,RAF1
Signaling pathways regulating pluripotency of stem cells,1/143,0.12121678293846258,0.13810764613480572,0,0,8.218724109362055,17.34294402575858,RAF1
Spinocerebellar ataxia,1/143,0.12121678293846258,0.13810764613480572,0,0,8.218724109362055,17.34294402575858,PRKCB
Phospholipase D signaling pathway,1/148,0.12519296508571937,0.14147822883670724,0,0,7.937174869947979,16.492647814827816,RAF1
Wnt signaling pathway,1/166,0.13936698781759904,0.15622589763424408,0,0,7.06488413547237,13.922375947326568,PRKCB
Tight junction,1/169,0.14170813378799807,0.15757944477225386,0,0,6.937675070028011,13.556118103313043,VASP
Tuberculosis,1/180,0.15024097938130543,0.16574203280953537,0,0,6.507722642129478,12.335484222996,RAF1
Axon guidance,1/182,0.1517837725378262,0.1661255463209279,0,0,6.435164120896977,12.132204106132908,RAF1
Alcoholism,1/186,0.15486142607713563,0.16816982988063947,0,0,6.294753577106518,11.741129142703194,RAF1
Transcriptional misregulation in cancer,1/192,0.15945813830373404,0.17181923429627155,0,0,6.095164767477672,11.190563106127478,CDKN1A
Epstein-Barr virus infection,1/202,0.16706689368968466,0.1767239481971105,0,0,5.788996195493123,10.358603938884777,CDKN1A
Viral carcinogenesis,1/203,0.16782418102171645,0.1767239481971105,0,0,5.760046592894583,10.280752282136833,CDKN1A
Diabetic cardiomyopathy,1/203,0.16782418102171645,0.1767239481971105,0,0,5.760046592894583,10.280752282136833,PRKCB
Regulation of actin cytoskeleton,1/218,0.17910574948230568,0.18656361644581929,0,0,5.357820547573868,9.214266558139537,RAF1
Human T-cell leukemia virus 1 infection,1/219,0.17985269499093368,0.18656361644581929,0,0,5.332973556395035,9.149340756756814,CDKN1A
Thermogenesis,1/232,0.1895047592338975,0.1936850112758217,0,0,5.029539088362617,8.36583928133549,RPS6KA1
Coronavirus disease,1/232,0.1895047592338975,0.1936850112758217,0,0,5.029539088362617,8.36583928133549,PRKCB
Salmonella infection,1/249,0.20196488328128645,0.20491327573794757,0,0,4.680740037950664,7.487599357967169,RAF1
Prion disease,1/273,0.21924797234281013,0.2208367257655841,0,0,4.262543252595155,6.468630594433781,CACNA1C
Neuroactive ligand-receptor interaction,1/341,0.2663172520343859,0.2663172520343859,0,0,3.3982698961937716,4.496138770522036,ADRB2
