Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Clock Controlled Autophagy In Bone Metabolism WP5205,1/80,0.06589217159861402,0.08338566848320181,0,0,15.746835443037977,42.82722951905598,MTOR
Glioblastoma Signaling Pathways WP2261,1/82,0.06748588875841267,0.08465335168818432,0,0,15.35648148148148,41.39856725730863,PRKCB
Apoptosis WP254,1/84,0.06907704654570627,0.08589580570466084,0,0,14.984939759036145,40.0477427233344,BAD
Clear Cell Renal Cell Carcinoma Pathways WP4018,1/85,0.06987166688143397,0.0861348996900436,0,0,14.805803571428571,39.39965059231033,MTOR
T Cell Activation SARS CoV 2 WP5098,1/88,0.0722516994220309,0.08777528550251869,0,0,14.29310344827586,37.55655048582739,MTOR
Apoptosis Modulation And Signaling WP1772,1/89,0.07304376905454353,0.08777528550251869,0,0,14.129971590909092,36.97384637926978,BAD
TNF Alpha Signaling Pathway WP231,1/89,0.07304376905454353,0.08777528550251869,0,0,14.129971590909092,36.97384637926978,BAD
P53 Transcriptional Gene Network WP4963,1/91,0.07462599934884333,0.08819436286681484,0,0,13.814583333333331,35.852522791117856,MTOR
G Protein Signaling Pathways WP35,1/91,0.07462599934884333,0.08819436286681484,0,0,13.814583333333331,35.852522791117856,PRKCB
B Cell Receptor Signaling Pathway WP23,1/92,0.0754161609714499,0.08839763130260112,0,0,13.662087912087912,35.31285890817634,PRKCB
Corticotropin Releasing Hormone Signaling Pathway WP2355,1/93,0.07620568756138293,0.08859685627055089,0,0,13.512907608695652,34.78653722330656,PRKCB
Integrin Mediated Cell Adhesion WP185,1/101,0.0824990961274289,0.09437896596977864,0,0,12.426875,31.004654740919353,VASP
Wnt Signaling Pathway And Pluripotency WP399,1/101,0.0824990961274289,0.09437896596977864,0,0,12.426875,31.004654740919353,PRKCB
Thermogenesis WP4321,1/108,0.08797270596617715,0.0998420393108201,0,0,11.60981308411215,28.22030554114064,MTOR
CKAP4 Signaling Pathway Map WP5322,1/109,0.08875213672437633,0.09993350828020328,0,0,11.50173611111111,27.856144115209812,DSP
DNA Damage Response Only ATM Dependent WP710,1/110,0.08953094052928076,0.10002284762255584,0,0,11.395642201834862,27.499633392746567,BAD
Wnt Signaling WP428,1/114,0.0926398956677498,0.102693837833242,0,0,10.99004424778761,26.145704218206465,PRKCB
Embryonic Stem Cell Pluripotency Pathways WP3931,1/116,0.09419062378180144,0.1036096861599816,0,0,10.797826086956524,25.509158358378222,MTOR
Osteoblast Differentiation And Related Diseases WP4787,1/118,0.09573885727717192,0.10450882893614948,0,0,10.612179487179487,24.89756359905353,PRKCB
Hippo Merlin Signaling Dysregulation WP4541,1/120,0.09728459993901338,0.10539164993393116,0,0,10.432773109243698,24.309556693339346,CSF1R
Fragile X Syndrome WP4549,1/122,0.09882785548789488,0.1062585213140524,0,0,10.259297520661155,23.743869658838804,MTOR
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,1/132,0.10650695802526006,0.11366041042994172,0,0,9.471374045801529,21.21156803124573,MTOR
Measles Virus Infection WP4630,1/136,0.10956132028111425,0.11605384296443952,0,0,9.188888888888888,20.31912245540372,BAD
Neuroinflammation And Glutamatergic Signaling WP5083,1/140,0.1126058536126832,0.11840174313686544,0,0,8.922661870503598,19.48585843894484,PRKCB
Regulation Of Actin Cytoskeleton WP51,1/150,0.12017437982499952,0.12543749135018195,0,0,8.319630872483222,17.627728951176998,CHRM4
Breast Cancer Pathway WP4262,1/154,0.12318474491100036,0.12735813864405224,0,0,8.10049019607843,16.962993985454318,MTOR
Smith Magenis And Potocki Lupski Syndrome Copy Number Variation WP5381,1/155,0.12393582001851285,0.12735813864405224,0,0,8.047483766233766,16.803077119770684,MTOR
Myometrial Relaxation And Contraction Pathways WP289,1/156,0.12468628958158962,0.12735813864405224,0,0,7.995161290322581,16.645561063686852,PRKCB
Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239,1/160,0.12768212146462418,0.12949321538610822,0,0,7.79245283018868,16.038516261589184,DSP
Chemokine Signaling Pathway WP3929,1/165,0.13141334126950083,0.132338787334779,0,0,7.5529725609756095,15.328060267947844,PRKCB
Network Map Of SARS CoV 2 Signaling Pathway WP5115,1/218,0.1700516292571852,0.1700516292571852,0,0,5.692972350230415,10.085972605095764,MTOR
