Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Endometrial Cancer WP4155,2/63,0.0014462872168013686,0.006449659210060158,0,0,40.82172131147541,266.9232566421176,CDKN1A;RAF1
AGE RAGE Pathway WP2324,2/66,0.0015859372356271568,0.0067097344584225865,0,0,38.90234375,250.7870606899547,PRKCB;RAF1
Physico Chemical Features And Toxicity Associated Pathways WP3680,2/66,0.0015859372356271568,0.0067097344584225865,0,0,38.90234375,250.7870606899547,CDKN1A;RAF1
Melanoma WP4685,2/68,0.0016824805132125557,0.006940232117001792,0,0,37.71969696969697,240.93403928127228,CDKN1A;RAF1
Leptin Signaling Pathway WP2034,2/71,0.0018324375947144293,0.007374443978728801,0,0,36.07427536231884,227.34398583074545,RPS6KA1;RAF1
Chromosomal And Microsatellite Instability In Colorectal Cancer WP4216,2/73,0.0019358238702516727,0.007605022347417285,0,0,35.054577464788736,218.99373701664896,CDKN1A;RAF1
MicroRNAs In Cardiomyocyte Hypertrophy WP1544,2/83,0.002493395549670354,0.00956768059757229,0,0,30.71141975308642,184.08762281714473,PRKCB;RAF1
EGFR Tyrosine Kinase Inhibitor Resistance WP4806,2/84,0.002552851320063413,0.009573192450237798,0,0,30.335365853658537,181.11864810557336,PRKCB;RAF1
Retinoblastoma Gene In Cancer WP2446,2/87,0.0027352221778139145,0.00982046041463828,0,0,29.26029411764706,172.6808725566614,CDKN1A;RAF1
Orexin Receptor Pathway WP5094,2/88,0.0027973432696242373,0.00982046041463828,0,0,28.91860465116279,170.0149390044448,PRKCB;RPS6KA1
T Cell Activation SARS CoV 2 WP5098,2/88,0.0027973432696242373,0.00982046041463828,0,0,28.91860465116279,170.0149390044448,CDKN1A;RAF1
Pancreatic Adenocarcinoma Pathway WP4263,2/89,0.0028601279131244485,0.009831689701365292,0,0,28.58477011494253,167.41782366085732,CDKN1A;RAF1
P53 Transcriptional Gene Network WP4963,2/91,0.0029876834195158965,0.010060566616737205,0,0,27.939606741573034,162.42011357237996,CDKN1A;AURKA
Corticotropin Releasing Hormone Signaling Pathway WP2355,2/93,0.0031178798401161494,0.010289003472383292,0,0,27.322802197802197,157.66901828082703,PRKCB;RAF1
Integrin Mediated Cell Adhesion WP185,2/101,0.0036648982381020144,0.011857023711506518,0,0,25.10479797979798,140.8116748697442,VASP;RAF1
miR 517 Relationship With ARCN1 And USP1 WP3596,1/5,0.0044922927083929694,0.01425439032470846,0,0,293.79411764705884,1588.072397289777,CDKN1A
Gastrin Signaling Pathway WP4659,2/115,0.004721827958504849,0.014700030436854718,0,0,21.978982300884955,117.70974251686668,CDKN1A;RAF1
Hippo Merlin Signaling Dysregulation WP4541,2/120,0.005129574273968294,0.015673699170458674,0,0,21.04237288135593,110.95080569958476,PRKAR2B;PRKAR2A
Pilocytic Astrocytoma WP2253,1/6,0.0053884659389882355,0.015876729998804625,0,0,235.0235294117647,1227.644124299904,RAF1
lncRNA Mediated Mechanisms Of Therapeutic Resistance WP3672,1/6,0.0053884659389882355,0.015876729998804625,0,0,235.0235294117647,1227.644124299904,CDKN1A
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,2/132,0.006172038024067215,0.017866425859141936,0,0,19.088461538461537,97.11686557699232,RPS6KA1;RAF1
VEGFA VEGFR2 Signaling WP3888,3/430,0.006333525002660498,0.018017786645499693,0,0,9.159250585480091,46.36319520022877,PRKCB;ADRB2;RAF1
Pleural Mesothelioma WP5087,3/437,0.006622502236881999,0.018520557103144573,0,0,9.008294930875577,45.1971559987981,CDKN1A;RPS6KA1;RAF1
Thiamine Metabolic Pathways WP4297,1/9,0.008072419310050151,0.022199153102637915,0,0,146.86764705882354,707.7995527019895,BCKDK
Breast Cancer Pathway WP4262,2/154,0.008312281608136166,0.02248404041545029,0,0,16.307565789473685,78.11358497219229,CDKN1A;RAF1
Sudden Infant Death Syndrome SIDS Susceptibility Pathways WP706,2/157,0.00862661725942039,0.022957933029102647,0,0,15.98951612903226,75.99661638491506,PRKAR2B;PRKAR2A
Chemokine Signaling Pathway WP3929,2/165,0.009490728285320497,0.02485666931869654,0,0,15.19861963190184,70.78665790754837,PRKCB;RAF1
MAPK And NFkB Signaling Pathways Inhibited By Yersinia YopJ WP3849,1/12,0.010749534506708168,0.027713643650106992,0,0,106.79679144385028,484.0984098875249,RAF1
Ras Signaling WP4223,2/184,0.011691271565859303,0.02967784320564285,0,0,13.5989010989011,60.50032428909118,PRKCB;RAF1
Vitamin D Receptor Pathway WP2877,2/186,0.011934843347695625,0.029837108369239057,0,0,13.449728260869565,59.55933945612225,CDKN1A;ADRB2
ERK Pathway In Huntington 39 S Disease WP3853,1/15,0.01341982690512007,0.03234092879109141,0,0,83.89915966386555,361.6911269349327,RAF1
miRNAs Involved In DNA Damage Response WP1545,1/15,0.01341982690512007,0.03234092879109141,0,0,83.89915966386555,361.6911269349327,CDKN1A
MAPK Pathway In Congenital Thyroid Cancer WP4928,1/16,0.014308410919694987,0.03234092879109141,0,0,78.30196078431372,332.5412031884909,RAF1
Airway Smooth Muscle Cell Contraction WP4962,1/16,0.014308410919694987,0.03234092879109141,0,0,78.30196078431372,332.5412031884909,ADRB2
Galanin Receptor Pathway WP4970,1/16,0.014308410919694987,0.03234092879109141,0,0,78.30196078431372,332.5412031884909,CDKN1A
2Q21 1 Copy Number Variation Syndrome WP5223,1/16,0.014308410919694987,0.03234092879109141,0,0,78.30196078431372,332.5412031884909,STMN2
Major Receptors Targeted By Epinephrine And Norepinephrine WP4589,1/16,0.014308410919694987,0.03234092879109141,0,0,78.30196078431372,332.5412031884909,ADRB2
4 Hydroxytamoxifen Dexamethasone And Retinoic Acids Regulation Of P27 Expression WP3879,1/18,0.0160833123117468,0.035383287085842964,0,0,69.08304498269896,285.3111137768628,RAF1
Inhibition Of Exosome Biogenesis And Secretion By Manumycin A In CRPC Cells WP4301,1/18,0.0160833123117468,0.035383287085842964,0,0,69.08304498269896,285.3111137768628,RAF1
TP53 Network WP1742,1/19,0.016969630876880012,0.03684196177217371,0,0,65.24183006535948,265.9472259849427,CDKN1A
Serotonin Receptor 2 And ELK SRF GATA4 Signaling WP732,1/20,0.017855195476470426,0.037770605815610515,0,0,61.80495356037152,248.79341471282055,RAF1
Lipid Metabolism In Senescent Cells WP5149,1/20,0.017855195476470426,0.037770605815610515,0,0,61.80495356037152,248.79341471282055,CDKN1A
7Q11 23 Distal Copy Number Variation WP5401,1/21,0.01874000670829494,0.03914052034010969,0,0,58.71176470588235,233.50224496360525,RAF1
MAPK Signaling Pathway WP382,2/246,0.020249927978736693,0.04126483280997475,0,0,10.111680327868852,39.43154947838899,CACNA1C;RAF1
Kynurenine Pathway And Links To Cell Senescence WP5044,1/23,0.02050737145707836,0.04126483280997475,0,0,53.36898395721925,207.44368622737056,CDKN1A
FGF23 Signaling In Hypophosphatemic Rickets And Related Disorders WP4790,1/23,0.02050737145707836,0.04126483280997475,0,0,53.36898395721925,207.44368622737056,CDKN1A
Physiological And Pathological Hypertrophy Of The Heart WP1528,1/24,0.02138992615773652,0.04152162136501795,0,0,51.0460358056266,196.26359569838613,PRKCB
Follicle Stimulating Hormone FSH Signaling Pathway WP2035,1/24,0.02138992615773652,0.04152162136501795,0,0,51.0460358056266,196.26359569838613,RAF1
Hippocampal Synaptogenesis And Neurogenesis WP5231,1/24,0.02138992615773652,0.04152162136501795,0,0,51.0460358056266,196.26359569838613,RPS6KA1
Thyroxine Thyroid Hormone Production WP1981,1/25,0.02227172987906945,0.042109327651355145,0,0,48.916666666666664,186.10038260880103,RAF1
Alzheimer 39 S Disease And miRNA Effects WP2059,2/260,0.022458308080722744,0.042109327651355145,0,0,9.556201550387597,36.27624570247096,CACNA1C;RAF1
Alzheimer 39 S Disease WP5124,2/260,0.022458308080722744,0.042109327651355145,0,0,9.556201550387597,36.27624570247096,CACNA1C;RAF1
EPO Receptor Signaling WP581,1/26,0.023152783214921657,0.04244676922735637,0,0,46.95764705882353,176.82560723797164,RAF1
SARS CoV 2 Mitochondrial Chronic Oxidative Stress And Endothelial Dysfunction WP5183,1/26,0.023152783214921657,0.04244676922735637,0,0,46.95764705882353,176.82560723797164,RPS6KA1
Gastric Cancer Network 1 WP2361,1/27,0.02403308675659661,0.04357647598723561,0,0,45.14932126696833,168.33128827465845,AURKA
Angiotensin II Receptor Type 1 Pathway WP5036,1/28,0.0249126411012733,0.04419984711516231,0,0,43.474945533769066,160.52601632867996,RAF1
Nanoparticle Mediated Activation Of Receptor Signaling WP2643,1/28,0.0249126411012733,0.04419984711516231,0,0,43.474945533769066,160.52601632867996,RAF1
Cannabinoid Receptor Signaling WP3869,1/29,0.02579144685281,0.04527222053950692,0,0,41.92016806722689,153.33191684558912,PRKAR2B
GPR143 In Melanocytes And Retinal Pigment Epithelium Cells WP4941,1/30,0.02666950460061794,0.04583821103231209,0,0,40.47261663286004,146.68225415832842,PRKCB
Extracellular Vesicle Mediated Signaling In Recipient Cells WP2870,1/30,0.02666950460061794,0.04583821103231209,0,0,40.47261663286004,146.68225415832842,RAF1
Prostaglandin And Leukotriene Metabolism In Senescence WP5122,1/31,0.02754681494066949,0.0465304124730418,0,0,39.12156862745098,140.51952455455398,CDKN1A
Regucalcin In Proximal Tubule Epithelial Kidney Cells WP4838,1/32,0.028423378470110255,0.0465304124730418,0,0,37.85768500948767,134.79392621731594,RAF1
Endothelin Pathways WP2197,1/32,0.028423378470110255,0.0465304124730418,0,0,37.85768500948767,134.79392621731594,RAF1
Monoamine GPCRs WP58,1/33,0.02929919579032357,0.0465304124730418,0,0,36.67279411764706,129.4621221594897,ADRB2
CAMKK2 Pathway WP4874,1/33,0.02929919579032357,0.0465304124730418,0,0,36.67279411764706,129.4621221594897,RAF1
MAPK Cascade WP422,1/33,0.02929919579032357,0.0465304124730418,0,0,36.67279411764706,129.4621221594897,RAF1
BDNF TrkB Signaling WP3676,1/33,0.02929919579032357,0.0465304124730418,0,0,36.67279411764706,129.4621221594897,RPS6KA1
Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932,2/302,0.029650453390021057,0.0465304124730418,0,0,8.200833333333334,28.852810368709072,CDKN1A;RAF1
Type 2 Papillary Renal Cell Carcinoma WP4241,1/34,0.030174267482518016,0.0465304124730418,0,0,35.559714795008915,124.48623298308226,CDKN1A
Hepatocyte Growth Factor Receptor Signaling WP313,1/34,0.030174267482518016,0.0465304124730418,0,0,35.559714795008915,124.48623298308226,RAF1
Prostaglandin And Leukotriene Metabolism In Senescence WP5321,1/34,0.030174267482518016,0.0465304124730418,0,0,35.559714795008915,124.48623298308226,CDKN1A
Vitamin D Sensitive Calcium Signaling In Depression WP4698,1/36,0.03192217639649051,0.0487699917168605,0,0,33.52436974789916,115.4731604004656,CACNA1C
IL 2 Signaling Pathway WP49,1/37,0.0327950148043916,0.0496438297497671,0,0,32.591503267973856,111.38077026649428,RAF1
TNF Related Weak Inducer Of Apoptosis TWEAK Signaling Pathway WP2036,1/38,0.03366710996592093,0.05050066494888139,0,0,31.70906200317965,107.5328454820737,RAF1
Oxidative Damage Response WP3941,1/40,0.03540907294557409,0.05170351359309491,0,0,30.07993966817496,100.49067723322013,CDKN1A
ATM Signaling Pathway WP2516,1/40,0.03540907294557409,0.05170351359309491,0,0,30.07993966817496,100.49067723322013,CDKN1A
PDGF Pathway WP2526,1/40,0.03540907294557409,0.05170351359309491,0,0,30.07993966817496,100.49067723322013,RAF1
PI3K Akt Signaling Pathway WP4172,2/338,0.036454194790960855,0.05276265035533808,0,0,7.308779761904762,24.20447675563185,CDKN1A;RAF1
Integrated Cancer Pathway WP1971,1/44,0.038884106119434915,0.0557902392148414,0,0,27.276333789329687,88.57088446864675,CDKN1A
15Q25 Copy Number Variation WP5408,1/45,0.03975101520212152,0.05631794667602131,0,0,26.655080213903744,85.9658295948253,RAF1
Microtubule Cytoskeleton Regulation WP2038,1/46,0.04061718578452446,0.05631794667602131,0,0,26.061437908496732,83.48948444789488,KIF2C
Chronic Hyperglycemia Impairment Of Neuron Function WP5283,1/46,0.04061718578452446,0.05631794667602131,0,0,26.061437908496732,83.48948444789488,PRKCB
Translation Inhibitors In Chronically Activated PDGFRA Cells WP4566,1/46,0.04061718578452446,0.05631794667602131,0,0,26.061437908496732,83.48948444789488,RPS6KA1
Wnt Signaling Pathway WP363,1/47,0.0414826184608072,0.0570386003836099,0,0,25.493606138107417,81.1329113370927,PRKCB
IL 3 Signaling Pathway WP286,1/49,0.04321127244441888,0.05844147502728783,0,0,24.42892156862745,76.74721626832032,RAF1
Hepatitis C And Hepatocellular Carcinoma WP3646,1/49,0.04321127244441888,0.05844147502728783,0,0,24.42892156862745,76.74721626832032,CDKN1A
Synaptic Signaling Pathways Associated With Autism Spectrum Disorder WP4539,1/50,0.04407449493169267,0.0586475134171717,0,0,23.92917166866747,74.70385911458476,CACNA1C
Photodynamic Therapy Induced AP 1 Survival Signaling WP3611,1/50,0.04407449493169267,0.0586475134171717,0,0,23.92917166866747,74.70385911458476,CDKN1A
8P23 1 Copy Number Variation Syndrome WP5346,1/52,0.04579873384946774,0.05997453242192204,0,0,22.988465974625143,70.88490801561363,RAF1
Netrin UNC5B Signaling Pathway WP4747,1/52,0.04579873384946774,0.05997453242192204,0,0,22.988465974625143,70.88490801561363,RAF1
Apoptosis Related Network Due To Altered Notch3 In Ovarian Cancer WP2864,1/53,0.04665975146146969,0.06062093693812991,0,0,22.54524886877828,69.09833217880467,CDKN1A
Overlap Between Signal Transduction Pathways Contributing To LMNA Laminopathies WP4879,1/55,0.048379585909741875,0.06188086569850705,0,0,21.70806100217865,65.7467122997584,CDKN1A
Cardiac Hypertrophic Response WP2795,1/55,0.048379585909741875,0.06188086569850705,0,0,21.70806100217865,65.7467122997584,RAF1
IL 18 Signaling Pathway WP4754,1/56,0.0492384039303871,0.062494897296260545,0,0,21.31229946524064,64.173068346434,PRKCB
T Cell Antigen Receptor TCR Pathway During Staphylococcus Aureus Infection WP3863,1/62,0.05437596012922433,0.06848880474291613,0,0,19.210221793635487,55.93696029523851,RAF1
G1 To S Cell Cycle Control WP45,1/64,0.05608264454703212,0.07010330568379015,0,0,18.598506069094302,53.58097327195968,CDKN1A
Pathways Affected In Adenoid Cystic Carcinoma WP3651,1/65,0.0569348954637786,0.07063351692874788,0,0,18.30698529411765,52.46501611587855,RAF1
AMP Activated Protein Kinase Signaling WP1403,1/67,0.058637217599069806,0.0722025440585561,0,0,17.750445632798574,50.34710965358108,CDKN1A
DNA Damage Response WP707,1/69,0.06033663736484967,0.0732025379794132,0,0,17.226643598615915,48.3692416453001,CDKN1A
miRNA Regulation Of DNA Damage Response WP1530,1/69,0.06033663736484967,0.0732025379794132,0,0,17.226643598615915,48.3692416453001,CDKN1A
Primary Focal Segmental Glomerulosclerosis FSGS WP2572,1/72,0.0628803352568931,0.07573179063786395,0,0,16.496271748135875,45.63729539644487,CDKN1A
Head And Neck Squamous Cell Carcinoma WP4674,1/73,0.06372678840915502,0.07601332592364524,0,0,16.266339869281047,44.783677915691136,CDKN1A
Prolactin Signaling Pathway WP2037,1/74,0.06457251945477355,0.07601332592364524,0,0,16.042707493956488,43.95647876269956,RAF1
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118,1/74,0.06457251945477355,0.07601332592364524,0,0,16.042707493956488,43.95647876269956,CACNA1C
T Cell Receptor Signaling Pathway WP69,1/75,0.06541752897671287,0.07601332592364524,0,0,15.825119236883944,43.154546742931096,RAF1
Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341,1/75,0.06541752897671287,0.07601332592364524,0,0,15.825119236883944,43.154546742931096,PRKCB
Regulatory Circuits Of The STAT3 Signaling Pathway WP4538,1/78,0.06794823417091082,0.07840180865874324,0,0,15.206264323911382,40.88978353793229,PRKCB
Cytoplasmic Ribosomal Proteins WP477,1/88,0.07633725672986817,0.08746977333630727,0,0,13.451656524678835,34.60565311468726,RPS6KA1
TNF Alpha Signaling Pathway WP231,1/89,0.07717222548711895,0.08781667038189399,0,0,13.29812834224599,34.06602362525984,RAF1
GPCRs Other WP117,1/91,0.07884002491200945,0.08910002815398328,0,0,13.001307189542484,33.02766894797317,ADRB2
Thyroid Hormones Production And Peripheral Downstream Signaling Effects WP4746,1/93,0.08050497738089572,0.0903627297132503,0,0,12.717391304347826,32.040656856642045,RAF1
Small Cell Lung Cancer WP4658,1/95,0.08216708746364133,0.09160519886149204,0,0,12.445556946182728,31.101452445343085,CDKN1A
Wnt Signaling Pathway And Pluripotency WP399,1/101,0.0871364089944587,0.09649333881936702,0,0,11.69529411764706,28.539797811620943,PRKCB
NF1 Copy Number Variation Syndrome WP5366,1/104,0.08961153050884178,0.09857268355972595,0,0,11.352941176470589,27.38637392725137,RAF1
Thermogenesis WP4321,1/108,0.0929018344244166,0.10151524953661416,0,0,10.926333150082463,25.96328271398022,RPS6KA1
Androgen Receptor Network In Prostate Cancer WP2263,1/109,0.09372265379690269,0.10173840708216408,0,0,10.824618736383442,25.6263685491649,RAF1
DNA Damage Response Only ATM Dependent WP710,1/110,0.0945427716606664,0.101957891006601,0,0,10.724770642201834,25.296548009342803,CDKN1A
Wnt Signaling WP428,1/114,0.09781623925032576,0.10480311348249188,0,0,10.343050494534095,24.04412406695568,PRKCB
Embryonic Stem Cell Pluripotency Pathways WP3931,1/116,0.09944877860449489,0.10586482883704292,0,0,10.162148337595909,23.455382166428738,RAF1
22Q11 2 Copy Number Variation Syndrome WP4657,1/118,0.1010785276838921,0.1062290259098229,0,0,9.987430869783813,22.889768968042276,RAF1
Osteoblast Differentiation And Related Diseases WP4787,1/118,0.1010785276838921,0.1062290259098229,0,0,9.987430869783813,22.889768968042276,PRKCB
Cell Cycle WP179,1/120,0.10270549097155077,0.10725573424244224,0,0,9.818586258032624,22.3460193071682,CDKN1A
Fragile X Syndrome WP4549,1/122,0.1043296729179585,0.10826664170731544,0,0,9.655323286339328,21.82295649315513,RAF1
Adipogenesis WP236,1/131,0.11160419271751376,0.11509182373993608,0,0,8.982805429864253,19.697465749311625,CDKN1A
Neuroinflammation And Glutamatergic Signaling WP5083,1/140,0.11882288723970202,0.12177500866180643,0,0,8.39737621667372,17.887429414854076,PRKCB
Regulation Of Actin Cytoskeleton WP51,1/150,0.12677867536057502,0.1291264286079931,0,0,7.82984603237268,16.171078308333918,RAF1
Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239,1/160,0.13466659063773695,0.13631894144310794,0,0,7.33370329263781,14.70373228235524,RAF1
IL 24 Signaling Pathway WP5413,1/232,0.1895047592338975,0.19066027605849445,0,0,5.029539088362617,8.36583928133549,CDKN1A
GPCRs Class A Rhodopsin Like WP455,1/259,0.2092096263302128,0.2092096263302128,0,0,4.49703602371181,7.0352464985563365,ADRB2
