Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,2/81,0.0023764924719155735,0.011827195092789133,0,0,31.492088607594937,190.2792816750188,CDKN1A;RPS6KA1
Intracellular Signaling By Second Messengers R-HSA-9006925,3/306,0.002440520708293551,0.011869805263064089,0,0,12.98943894389439,78.13853965009811,CDKN1A;PRKAR2B;PRKAR2A
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,2/87,0.0027352221778139145,0.013007501023381728,0,0,29.26029411764706,172.6808725566614,PRKAR2B;AURKA
Opioid Signaling R-HSA-111885,2/88,0.0027973432696242373,0.013013727384773629,0,0,28.91860465116279,170.0149390044448,PRKAR2B;PRKAR2A
Hedgehog Off State R-HSA-5610787,2/98,0.003454866951884673,0.0157306708021983,0,0,25.893229166666668,146.76208059313473,PRKAR2B;PRKAR2A
Potassium Channels R-HSA-1296071,2/102,0.003736208591480751,0.016657263303685017,0,0,24.8525,138.91761980413474,KCNA1;KCNA3
M Phase R-HSA-68886,3/380,0.004491720469842855,0.01885001254109991,0,0,10.40053050397878,56.22027016341332,PRKCB;PRKAR2B;KIF2C
TFAP2 (AP-2) Family Regulates Transcription Of Cell Cycle Factors R-HSA-8866911,1/5,0.0044922927083929694,0.01885001254109991,0,0,293.79411764705884,1588.072397289777,CDKN1A
Disinhibition Of SNARE Formation R-HSA-114516,1/5,0.0044922927083929694,0.01885001254109991,0,0,293.79411764705884,1588.072397289777,PRKCB
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,2/130,0.00599208526644116,0.024013390065053132,0,0,19.388671875,99.21795698165909,PRKCB;PLEK
CREB Phosphorylation R-HSA-199920,1/7,0.006283877774032595,0.024013390065053132,0,0,195.84313725490196,992.8792720611536,RPS6KA1
RSK Activation R-HSA-444257,1/7,0.006283877774032595,0.024013390065053132,0,0,195.84313725490196,992.8792720611536,RPS6KA1
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246,1/7,0.006283877774032595,0.024013390065053132,0,0,195.84313725490196,992.8792720611536,PRKCB
RUNX3 Regulates CDKN1A Transcription R-HSA-8941855,1/7,0.006283877774032595,0.024013390065053132,0,0,195.84313725490196,992.8792720611536,CDKN1A
Signaling By Hedgehog R-HSA-5358351,2/135,0.0064465840748537725,0.024202964772258025,0,0,18.655075187969924,94.10002147267744,PRKAR2B;PRKAR2A
ROBO Receptors Bind AKAP5 R-HSA-9010642,1/8,0.007178528720410204,0.026486295623582477,0,0,167.85714285714286,828.6537822644398,PRKAR2A
Adrenoceptors R-HSA-390696,1/9,0.008072419310050151,0.029279622582215805,0,0,146.86764705882354,707.7995527019895,ADRB2
Acetylcholine Regulates Insulin Secretion R-HSA-399997,1/10,0.008965550093347357,0.03145291344223499,0,0,130.54248366013073,615.425022203049,MARCKS
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,1/10,0.008965550093347357,0.03145291344223499,0,0,130.54248366013073,615.425022203049,CDKN1A
Cellular Senescence R-HSA-2559583,2/165,0.009490728285320497,0.03275832021062236,0,0,15.19861963190184,70.78665790754837,CDKN1A;RPS6KA1
Mitotic Prometaphase R-HSA-68877,2/186,0.011934843347695625,0.04054057899058513,0,0,13.449728260869565,59.55933945612225,PRKAR2B;KIF2C
AKT Phosphorylates Targets In Cytosol R-HSA-198323,1/14,0.01253048655713669,0.04125421728041925,0,0,90.3574660633484,395.7287161899813,CDKN1A
TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,1/14,0.01253048655713669,0.04125421728041925,0,0,90.3574660633484,395.7287161899813,CDKN1A
Phase 2 - Plateau Phase R-HSA-5576893,1/15,0.01341982690512007,0.041620912430372393,0,0,83.89915966386555,361.6911269349327,CACNA1C
WNT5A-dependent Internalization Of FZD4 R-HSA-5099900,1/15,0.01341982690512007,0.041620912430372393,0,0,83.89915966386555,361.6911269349327,PRKCB
Depolymerisation Of Nuclear Lamina R-HSA-4419969,1/15,0.01341982690512007,0.041620912430372393,0,0,83.89915966386555,361.6911269349327,PRKCB
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,1/15,0.01341982690512007,0.041620912430372393,0,0,83.89915966386555,361.6911269349327,CDKN1A
Cell-extracellular Matrix Interactions R-HSA-446353,1/16,0.014308410919694987,0.04278941035413136,0,0,78.30196078431372,332.5412031884909,VASP
Signaling By ROBO Receptors R-HSA-376176,2/209,0.014895145669006873,0.04278941035413136,0,0,11.941425120772946,50.23423084681995,VASP;PRKAR2A
FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,1/17,0.015196239191186836,0.04278941035413136,0,0,73.40441176470588,307.3227868353231,CDKN1A
Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,1/17,0.015196239191186836,0.04278941035413136,0,0,73.40441176470588,307.3227868353231,CDKN1A
Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,1/17,0.015196239191186836,0.04278941035413136,0,0,73.40441176470588,307.3227868353231,CDKN1A
Gastrin-CREB Signaling Pathway Via PKC And MAPK R-HSA-881907,1/17,0.015196239191186836,0.04278941035413136,0,0,73.40441176470588,307.3227868353231,RPS6KA1
Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,1/17,0.015196239191186836,0.04278941035413136,0,0,73.40441176470588,307.3227868353231,PRKCB
TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,1/18,0.0160833123117468,0.04356745360397234,0,0,69.08304498269896,285.3111137768628,AURKA
VEGFR2 Mediated Cell Proliferation R-HSA-5218921,1/18,0.0160833123117468,0.04356745360397234,0,0,69.08304498269896,285.3111137768628,PRKCB
Signaling By FLT3 Fusion Proteins R-HSA-9703465,1/18,0.0160833123117468,0.04356745360397234,0,0,69.08304498269896,285.3111137768628,CDKN1A
Branched-chain Amino Acid Catabolism R-HSA-70895,1/21,0.01874000670829494,0.049950434785381345,0,0,58.71176470588235,233.50224496360525,BCKDK
Signaling By Rho GTPases R-HSA-194315,3/644,0.0189064729795135,0.049950434785381345,0,0,6.034633385335414,23.94693954273854,PRKCB;STMN2;KIF2C
ERK/MAPK Targets R-HSA-198753,1/22,0.019624065171284413,0.05121402373969347,0,0,55.91316526610644,219.7945772360195,RPS6KA1
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",3/660,0.020170894048244584,0.05200688344969086,0,0,5.882800608828006,22.963598079297807,PRKCB;STMN2;KIF2C
Miscellaneous Transport And Binding Events R-HSA-5223345,1/23,0.02050737145707836,0.05224497014065201,0,0,53.36898395721925,207.44368622737056,ADD2
RHO GTPases Activate NADPH Oxidases R-HSA-5668599,1/24,0.02138992615773652,0.05349985439591611,0,0,51.0460358056266,196.26359569838613,PRKCB
"Platelet Activation, Signaling And Aggregation R-HSA-76002",2/254,0.02149994148620928,0.05349985439591611,0,0,9.78670634920635,37.57806594286372,PRKCB;PLEK
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,1/26,0.023152783214921657,0.05643327594991588,0,0,46.95764705882353,176.82560723797164,CDKN1A
RHO GTPase Effectors R-HSA-195258,2/269,0.023928905817327203,0.05643327594991588,0,0,9.229868913857675,34.45203728422377,PRKCB;KIF2C
FLT3 Signaling In Disease R-HSA-9682385,1/27,0.02403308675659661,0.05643327594991588,0,0,45.14932126696833,168.33128827465845,CDKN1A
CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,1/27,0.02403308675659661,0.05643327594991588,0,0,45.14932126696833,168.33128827465845,RPS6KA1
Transport Of Small Molecules R-HSA-382551,3/706,0.02406578995619244,0.05643327594991588,0,0,5.484779516358464,20.44157553570812,PRKAR2B;PRKAR2A;ADD2
Cell Cycle Checkpoints R-HSA-69620,2/271,0.024261034520524583,0.05643327594991588,0,0,9.160315985130111,34.06615010917153,CDKN1A;KIF2C
"Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042",1/28,0.0249126411012733,0.056637495969687424,0,0,43.474945533769066,160.52601632867996,CACNA1C
Recycling Pathway Of L1 R-HSA-437239,1/28,0.0249126411012733,0.056637495969687424,0,0,43.474945533769066,160.52601632867996,RPS6KA1
Immune System R-HSA-168256,5/1943,0.025142813631403298,0.056637495969687424,0,0,3.5810113519091846,13.189520719904891,VASP;CDKN1A;PRKCB;RPS6KA1;KIF2C
Adaptive Immune System R-HSA-1280218,3/733,0.0265321177584982,0.05883787612919835,0,0,5.2745205479452055,19.143341126376782,VASP;PRKCB;KIF2C
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,1/30,0.02666950460061794,0.05883787612919835,0,0,40.47261663286004,146.68225415832842,RPS6KA1
"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",1/31,0.02754681494066949,0.06015324895207418,0,0,39.12156862745098,140.51952455455398,PRKCB
Phase 0 - Rapid Depolarisation R-HSA-5576892,1/32,0.028423378470110255,0.06082602992603595,0,0,37.85768500948767,134.79392621731594,CACNA1C
Generation Of Second Messenger Molecules R-HSA-202433,1/32,0.028423378470110255,0.06082602992603595,0,0,37.85768500948767,134.79392621731594,VASP
Metabolism R-HSA-1430728,5/2049,0.030880241694036983,0.06542942299528628,0,0,3.375357519193136,11.738274026138235,BCKDK;MARCKS;PRKAR2B;PRKAR2A;CACNA1C
G Alpha (I) Signaling Events R-HSA-418594,2/312,0.031483154722672484,0.06568601681585547,0,0,7.932258064516129,27.432149060411696,PRKAR2B;PRKAR2A
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,1/36,0.03192217639649051,0.06568601681585547,0,0,33.52436974789916,115.4731604004656,CDKN1A
Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,1/36,0.03192217639649051,0.06568601681585547,0,0,33.52436974789916,115.4731604004656,CDKN1A
NCAM1 Interactions R-HSA-419037,1/37,0.0327950148043916,0.06683936350609335,0,0,32.591503267973856,111.38077026649428,CACNA1C
Diseases Of Mitotic Cell Cycle R-HSA-9675126,1/38,0.03366710996592093,0.0679694484217649,0,0,31.70906200317965,107.5328454820737,CDKN1A
Amine Ligand-Binding Receptors R-HSA-375280,1/40,0.03540907294557409,0.07081814589114818,0,0,30.07993966817496,100.49067723322013,ADRB2
RND1 GTPase Cycle R-HSA-9696273,1/42,0.03714807008538698,0.07293290824103499,0,0,28.609756097560975,94.20744821276294,STMN2
Kinesins R-HSA-983189,1/42,0.03714807008538698,0.07293290824103499,0,0,28.609756097560975,94.20744821276294,KIF2C
Transcriptional Regulation By TP53 R-HSA-3700989,2/354,0.03965632130974999,0.07663709237165771,0,0,6.970880681818182,22.49855166852595,CDKN1A;AURKA
SUMOylation Of DNA Replication Proteins R-HSA-4615885,1/45,0.03975101520212152,0.07663709237165771,0,0,26.655080213903744,85.9658295948253,AURKA
G Alpha (Z) Signaling Events R-HSA-418597,1/47,0.0414826184608072,0.07856000310276763,0,0,25.493606138107417,81.1329113370927,PRKCB
Cyclin D Associated Events In G1 R-HSA-69231,1/47,0.0414826184608072,0.07856000310276763,0,0,25.493606138107417,81.1329113370927,CDKN1A
Nuclear Envelope Breakdown R-HSA-2980766,1/53,0.04665975146146969,0.08758935800661855,0,0,22.54524886877828,69.09833217880467,PRKCB
FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050,1/54,0.04752003528742647,0.08842858740442838,0,0,22.11875693673696,67.38709029166962,AURKA
NCAM Signaling For Neurite Out-Growth R-HSA-375165,1/57,0.05009648993282979,0.09241938660022046,0,0,20.930672268907564,62.66233736405012,CACNA1C
Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,1/59,0.05181046820697307,0.09317176635539696,0,0,20.20689655172414,59.815708753826954,CDKN1A
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,1/59,0.05181046820697307,0.09317176635539696,0,0,20.20689655172414,59.815708753826954,CDKN1A
SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,1/59,0.05181046820697307,0.09317176635539696,0,0,20.20689655172414,59.815708753826954,CDKN1A
Infectious Disease R-HSA-5663205,3/961,0.05265106188120466,0.09388202003878177,0,0,3.97160751565762,11.692686058337827,PRKAR2B;PRKAR2A;ADRB2
DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,1/61,0.05352152544266997,0.09388202003878177,0,0,19.531372549019608,57.18144005818292,CDKN1A
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,1/61,0.05352152544266997,0.09388202003878177,0,0,19.531372549019608,57.18144005818292,RPS6KA1
MAP Kinase Activation R-HSA-450294,1/62,0.05437596012922433,0.09460532900531712,0,0,19.210221793635487,55.93696029523851,RPS6KA1
FOXO-mediated Transcription R-HSA-9614085,1/65,0.0569348954637786,0.09747254103398896,0,0,18.30698529411765,52.46501611587855,CDKN1A
p53-Dependent G1 DNA Damage Response R-HSA-69563,1/65,0.0569348954637786,0.09747254103398896,0,0,18.30698529411765,52.46501611587855,CDKN1A
Activation Of NF-kappaB In B Cells R-HSA-1169091,1/66,0.05778641961430449,0.09814518886873937,0,0,18.02443438914027,51.387689221977354,PRKCB
G1/S DNA Damage Checkpoints R-HSA-69615,1/67,0.058637217599069806,0.0988060202063066,0,0,17.750445632798574,50.34710965358108,CDKN1A
Interleukin-17 Signaling R-HSA-448424,1/69,0.06033663736484967,0.1000933364037041,0,0,17.226643598615915,48.3692416453001,RPS6KA1
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,1/69,0.06033663736484967,0.1000933364037041,0,0,17.226643598615915,48.3692416453001,PRKAR2B
Signaling By Interleukins R-HSA-449147,2/453,0.06167818188255797,0.10153177632974927,0,0,5.413248337028825,15.080362693436184,CDKN1A;RPS6KA1
APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178,1/73,0.06372678840915502,0.1041033032027418,0,0,16.266339869281047,44.783677915691136,AURKA
Disease R-HSA-1643685,4/1736,0.06477160339087604,0.10500850852763235,0,0,3.0105575717584956,8.239558864199305,CDKN1A;PRKAR2B;PRKAR2A;ADRB2
COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,1/78,0.06794823417091082,0.1093302414479317,0,0,15.206264323911382,40.88978353793229,KIF2C
Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,1/79,0.0687903633714564,0.10985923702605724,0,0,15.0105580693816,40.178634862671224,PRKCB
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,1/80,0.06963177394208621,0.11037925647115888,0,0,14.819806403574088,39.48788238772356,PRKAR2B
Centrosome Maturation R-HSA-380287,1/81,0.07047246645026504,0.11089049867909352,0,0,14.633823529411766,38.81670264132201,PRKAR2B
Cyclin E Associated Events During G1/S Transition R-HSA-69202,1/82,0.0713124414727928,0.1113931567531216,0,0,14.452432824981845,38.16431494463284,CDKN1A
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,2/496,0.07230596600860724,0.11212664294088368,0,0,4.931174089068826,12.953447928830162,PRKCB;RPS6KA1
Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,1/84,0.0729902413804037,0.11237346514680858,0,0,14.10276399716513,36.91299089130259,CDKN1A
Cell Junction Organization R-HSA-446728,1/86,0.07466517827093744,0.11413105821414722,0,0,13.76955017301038,35.728422579909434,VASP
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,1/87,0.07550157451990408,0.1145910421791452,0,0,13.60875512995896,35.15960381916263,AURKA
PCP/CE Pathway R-HSA-4086400,1/88,0.07633725672986817,0.11504347140980133,0,0,13.451656524678835,34.60565311468726,PRKCB
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,1/90,0.07800648136170299,0.11673697210772337,0,0,13.148050231328488,33.540194413490916,AURKA
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,1/93,0.08050497738089572,0.11881424247939092,0,0,12.717391304347826,32.040656856642045,KIF2C
VEGFA-VEGFR2 Pathway R-HSA-4420097,1/93,0.08050497738089572,0.11881424247939092,0,0,12.717391304347826,32.040656856642045,PRKCB
Transcriptional Regulation By RUNX3 R-HSA-8878159,1/95,0.08216708746364133,0.1203949059017859,0,0,12.445556946182728,31.101452445343085,CDKN1A
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,1/96,0.08299707803951369,0.1203949059017859,0,0,12.313931888544891,30.64875924889407,RPS6KA1
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,1/97,0.08382635971666402,0.1203949059017859,0,0,12.185049019607844,30.20683114705019,PRKAR2B
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,1/97,0.08382635971666402,0.1203949059017859,0,0,12.185049019607844,30.20683114705019,KIF2C
L1CAM Interactions R-HSA-373760,1/99,0.08548279870958994,0.12089071766423576,0,0,11.935174069627852,29.353845802361935,RPS6KA1
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,1/101,0.0871364089944587,0.12089071766423576,0,0,11.69529411764706,28.539797811620943,RPS6KA1
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,1/102,0.08796215478207874,0.12089071766423576,0,0,11.578916715200933,28.146593675405043,RPS6KA1
Signaling By VEGF R-HSA-194138,1/102,0.08796215478207874,0.12089071766423576,0,0,11.578916715200933,28.146593675405043,PRKCB
Generic Transcription Pathway R-HSA-212436,3/1190,0.08797156020152776,0.12089071766423576,0,0,3.1668070766638583,7.69769000527639,CDKN1A;PRKCB;AURKA
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,1/103,0.08878719509547235,0.12089071766423576,0,0,11.46482122260669,27.76221178459644,RPS6KA1
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,1/103,0.08878719509547235,0.12089071766423576,0,0,11.46482122260669,27.76221178459644,RPS6KA1
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,1/104,0.08961153050884178,0.12089071766423576,0,0,11.352941176470589,27.38637392725137,ADRB2
MHC Class II Antigen Presentation R-HSA-2132295,1/104,0.08961153050884178,0.12089071766423576,0,0,11.352941176470589,27.38637392725137,KIF2C
PI3K/AKT Signaling In Cancer R-HSA-2219528,1/105,0.0904351615790966,0.12089071766423576,0,0,11.243212669683258,27.0188131977752,CDKN1A
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,1/106,0.0912580888842393,0.12089071766423576,0,0,11.135574229691876,26.659273431080635,RPS6KA1
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,1/106,0.0912580888842393,0.12089071766423576,0,0,11.135574229691876,26.659273431080635,KIF2C
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,1/107,0.092080312987245,0.12089071766423576,0,0,11.029966703662597,26.307508679008535,CDKN1A
MyD88-independent TLR4 Cascade R-HSA-166166,1/107,0.092080312987245,0.12089071766423576,0,0,11.029966703662597,26.307508679008535,RPS6KA1
Signaling By B Cell Receptor (BCR) R-HSA-983705,1/109,0.09372265379690269,0.12229663361303154,0,0,10.824618736383442,25.6263685491649,PRKCB
Mitotic Spindle Checkpoint R-HSA-69618,1/110,0.0945427716606664,0.1225161529220004,0,0,10.724770642201834,25.296548009342803,KIF2C
Golgi-to-ER Retrograde Transport R-HSA-8856688,1/112,0.09618090509764518,0.1225161529220004,0,0,10.530471648118708,24.65735665214607,KIF2C
Mitotic Prophase R-HSA-68875,1/112,0.09618090509764518,0.1225161529220004,0,0,10.530471648118708,24.65735665214607,PRKCB
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,1/112,0.09618090509764518,0.1225161529220004,0,0,10.530471648118708,24.65735665214607,RPS6KA1
