Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Negative Regulation Of Binding (GO:0051100),2/86,0.0026737657475791204,0.03578732615990515,0,0,29.610119047619047,175.4182632174737,CDKN1A;AURKA
Protein Modification Process (GO:0036211),4/711,0.003254284016859849,0.04194410510619361,0,0,7.789452414629218,44.61629305451239,BCKDK;PRKCB;RPS6KA1;AURKA
Mitotic Cell Cycle Phase Transition (GO:0044772),2/111,0.0044070373895657615,0.05211059541735844,0,0,22.790137614678898,123.6263004577948,CDKN1A;AURKA
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),2/112,0.00448478018606296,0.05211059541735844,0,0,22.581818181818186,122.10137669299964,CDKN1A;ADRB2
Cellular Response To Magnesium Ion (GO:0071286),1/5,0.0044922927083929694,0.05211059541735844,0,0,293.79411764705884,1588.072397289777,KCNA1
Potassium Ion Transport (GO:0006813),2/122,0.0052970811067221055,0.05344054297620632,0,0,20.689583333333335,108.42581685908868,KCNA1;KCNA3
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861),1/6,0.0053884659389882355,0.05344054297620632,0,0,235.0235294117647,1227.644124299904,PRKCB
Mitotic Nuclear Membrane Disassembly (GO:0007077),1/6,0.0053884659389882355,0.05344054297620632,0,0,235.0235294117647,1227.644124299904,PRKCB
Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919),1/6,0.0053884659389882355,0.05344054297620632,0,0,235.0235294117647,1227.644124299904,PLEK
Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149),1/6,0.0053884659389882355,0.05344054297620632,0,0,235.0235294117647,1227.644124299904,KCNA1
Regulation Of Cell Cycle Process (GO:0010564),2/130,0.00599208526644116,0.05344054297620632,0,0,19.388671875,99.21795698165909,KIF2C;AURKA
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),2/132,0.006172038024067215,0.05344054297620632,0,0,19.088461538461537,97.11686557699232,PLEK;STMN2
Circulatory System Development (GO:0072359),2/132,0.006172038024067215,0.05344054297620632,0,0,19.088461538461537,97.11686557699232,CDKN1A;CACNA1C
Stress-Induced Premature Senescence (GO:0090400),1/7,0.006283877774032595,0.05344054297620632,0,0,195.84313725490196,992.8792720611536,CDKN1A
Regulation Of DNA-templated Transcription In Response To Stress (GO:0043620),1/7,0.006283877774032595,0.05344054297620632,0,0,195.84313725490196,992.8792720611536,RPS6KA1
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),2/137,0.006632680432496716,0.05344054297620632,0,0,18.376851851851853,92.17362609399046,CDKN1A;PLEK
Potassium Ion Transmembrane Transport (GO:0071805),2/137,0.006632680432496716,0.05344054297620632,0,0,18.376851851851853,92.17362609399046,KCNA1;KCNA3
Negative Regulation Of Systemic Arterial Blood Pressure (GO:0003085),1/8,0.007178528720410204,0.05344054297620632,0,0,167.85714285714286,828.6537822644398,ADRB2
Response To Magnesium Ion (GO:0032026),1/8,0.007178528720410204,0.05344054297620632,0,0,167.85714285714286,828.6537822644398,KCNA1
Neuronal Action Potential (GO:0019228),1/8,0.007178528720410204,0.05344054297620632,0,0,167.85714285714286,828.6537822644398,KCNA1
Nuclear Membrane Disassembly (GO:0051081),1/8,0.007178528720410204,0.05344054297620632,0,0,167.85714285714286,828.6537822644398,PRKCB
Positive Regulation Of Protein Kinase Activity (GO:0045860),2/145,0.007401409374967147,0.05344054297620632,0,0,17.341783216783217,85.08025975281727,CDKN1A;ADRB2
Calcium Ion Transport Into Cytosol (GO:0060402),1/9,0.008072419310050151,0.05344054297620632,0,0,146.86764705882354,707.7995527019895,CACNA1C
Positive Regulation Of Platelet Activation (GO:0010572),1/9,0.008072419310050151,0.05344054297620632,0,0,146.86764705882354,707.7995527019895,PLEK
Positive Regulation Of Protein Kinase A Signaling (GO:0010739),1/9,0.008072419310050151,0.05344054297620632,0,0,146.86764705882354,707.7995527019895,ADRB2
Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949),1/9,0.008072419310050151,0.05344054297620632,0,0,146.86764705882354,707.7995527019895,PRKCB
Peptidyl-Serine Phosphorylation (GO:0018105),2/158,0.008732577066799934,0.05344054297620632,0,0,15.886217948717947,75.3117101227541,PRKCB;AURKA
Positive Regulation Of Integrin Activation (GO:0033625),1/10,0.008965550093347357,0.05344054297620632,0,0,130.54248366013073,615.425022203049,PLEK
Protein Kinase C Signaling (GO:0070528),1/10,0.008965550093347357,0.05344054297620632,0,0,130.54248366013073,615.425022203049,PLEK
Positive Regulation Of Actin Filament Depolymerization (GO:0030836),1/10,0.008965550093347357,0.05344054297620632,0,0,130.54248366013073,615.425022203049,PLEK
Negative Regulation Of Transmembrane Transport (GO:0034763),1/10,0.008965550093347357,0.05344054297620632,0,0,130.54248366013073,615.425022203049,PRKCB
Peptidyl-Serine Modification (GO:0018209),2/166,0.009601370877517652,0.05344054297620632,0,0,15.105182926829269,70.1764049009769,PRKCB;AURKA
Negative Regulation Of Glucose Transmembrane Transport (GO:0010829),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,PRKCB
Negative Regulation Of Microtubule Polymerization (GO:0031115),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,STMN2
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,CACNA1C
Regulation Of Actin Filament Depolymerization (GO:0030834),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,PLEK
Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,ADRB2
Regulation Of Muscle System Process (GO:0090257),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,KCNA1
Lipoprotein Transport (GO:0042953),1/11,0.009857921634816497,0.05344054297620632,0,0,117.48235294117649,542.7073703814344,PRKCB
Metal Ion Transport (GO:0030001),2/171,0.010163275132191497,0.05344054297620632,0,0,14.654585798816568,67.24952102604539,KCNA1;KCNA3
Heart Development (GO:0007507),2/171,0.010163275132191497,0.05344054297620632,0,0,14.654585798816568,67.24952102604539,CDKN1A;CACNA1C
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),1/12,0.010749534506708168,0.05344054297620632,0,0,106.79679144385028,484.0984098875249,PLEK
Atrial Cardiac Muscle Cell Action Potential (GO:0086014),1/12,0.010749534506708168,0.05344054297620632,0,0,106.79679144385028,484.0984098875249,CACNA1C
Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315),1/12,0.010749534506708168,0.05344054297620632,0,0,106.79679144385028,484.0984098875249,KIF2C
Lipoprotein Localization (GO:0044872),1/12,0.010749534506708168,0.05344054297620632,0,0,106.79679144385028,484.0984098875249,PRKCB
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),3/525,0.010940791135407423,0.05362528612847583,0,0,7.455938697318008,33.66548065284205,PRKCB;ADRB2;RAF1
Membrane Depolarization During Action Potential (GO:0086010),1/13,0.011640389286531057,0.05396215549523489,0,0,97.8921568627451,435.94063546940737,CACNA1C
Response To Nerve Growth Factor (GO:1990089),1/13,0.011640389286531057,0.05396215549523489,0,0,97.8921568627451,435.94063546940737,STMN2
Positive Regulation Of Cyclase Activity (GO:0031281),1/13,0.011640389286531057,0.05396215549523489,0,0,97.8921568627451,435.94063546940737,CACNA1C
Establishment Of Chromosome Localization (GO:0051303),1/14,0.01253048655713669,0.05396215549523489,0,0,90.3574660633484,395.7287161899813,KIF2C
Positive Regulation Of Lyase Activity (GO:0051349),1/14,0.01253048655713669,0.05396215549523489,0,0,90.3574660633484,395.7287161899813,CACNA1C
Regulation Of Integrin Activation (GO:0033623),1/14,0.01253048655713669,0.05396215549523489,0,0,90.3574660633484,395.7287161899813,PLEK
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974),1/14,0.01253048655713669,0.05396215549523489,0,0,90.3574660633484,395.7287161899813,KCNA1
Regulation Of Cell Differentiation (GO:0045595),2/193,0.012804955398895276,0.05396215549523489,0,0,12.952225130890051,56.44480034874298,RPS6KA1;RAF1
Vasodilation (GO:0042311),1/15,0.01341982690512007,0.05396215549523489,0,0,83.89915966386555,361.6911269349327,ADRB2
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880),1/15,0.01341982690512007,0.05396215549523489,0,0,83.89915966386555,361.6911269349327,ADRB2
Regulation Of Carbohydrate Metabolic Process (GO:0006109),1/15,0.01341982690512007,0.05396215549523489,0,0,83.89915966386555,361.6911269349327,BCKDK
Branched-Chain Amino Acid Metabolic Process (GO:0009081),1/15,0.01341982690512007,0.05396215549523489,0,0,83.89915966386555,361.6911269349327,BCKDK
Anterograde Trans-Synaptic Signaling (GO:0098916),2/199,0.013572377410395225,0.05396215549523489,0,0,12.553934010152284,53.978383873324965,KCNA1;RPS6KA1
Regulation Of MAPK Cascade (GO:0043408),2/204,0.01422697308896148,0.05396215549523489,0,0,12.240099009900993,52.052436030078844,ADRB2;RAF1
Regulation Of Protein Kinase A Signaling (GO:0010738),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,ADRB2
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,CACNA1C
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,CACNA1C
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,PRKCB
Ruffle Organization (GO:0031529),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,PLEK
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,CACNA1C
Nuclear Chromosome Segregation (GO:0098813),1/16,0.014308410919694987,0.05396215549523489,0,0,78.30196078431372,332.5412031884909,KIF2C
Carboxylic Acid Catabolic Process (GO:0046395),1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,BCKDK
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,CDKN1A
Regulation Of Glucose Transmembrane Transport (GO:0010827),1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,PRKCB
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,CDKN1A
Regulation Of Adenylate Cyclase Activity (GO:0045761),1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,CACNA1C
Branched-Chain Amino Acid Catabolic Process (GO:0009083),1/17,0.015196239191186836,0.05396215549523489,0,0,73.40441176470588,307.3227868353231,BCKDK
Cardiac Muscle Cell Contraction (GO:0086003),1/18,0.0160833123117468,0.054339734800853266,0,0,69.08304498269896,285.3111137768628,CACNA1C
Actin Filament Capping (GO:0051693),1/18,0.0160833123117468,0.054339734800853266,0,0,69.08304498269896,285.3111137768628,ADD2
Adrenergic Receptor Signaling Pathway (GO:0071875),1/18,0.0160833123117468,0.054339734800853266,0,0,69.08304498269896,285.3111137768628,ADRB2
Neuromuscular Process (GO:0050905),1/18,0.0160833123117468,0.054339734800853266,0,0,69.08304498269896,285.3111137768628,KCNA1
Barbed-End Actin Filament Capping (GO:0051016),1/18,0.0160833123117468,0.054339734800853266,0,0,69.08304498269896,285.3111137768628,ADD2
Cortical Actin Cytoskeleton Organization (GO:0030866),1/19,0.016969630876880012,0.0559079074078329,0,0,65.24183006535948,265.9472259849427,PLEK
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),1/19,0.016969630876880012,0.0559079074078329,0,0,65.24183006535948,265.9472259849427,CDKN1A
Regulation Of Cell Growth (GO:0001558),2/227,0.017411122035000618,0.0559079074078329,0,0,10.976111111111113,44.46034144089977,CDKN1A;RPS6KA1
Cell Projection Organization (GO:0030030),1/20,0.017855195476470426,0.0559079074078329,0,0,61.80495356037152,248.79341471282055,PLEK
Negative Regulation Of Microtubule Depolymerization (GO:0007026),1/20,0.017855195476470426,0.0559079074078329,0,0,61.80495356037152,248.79341471282055,STMN2
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1/20,0.017855195476470426,0.0559079074078329,0,0,61.80495356037152,248.79341471282055,PRKCB
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),1/20,0.017855195476470426,0.0559079074078329,0,0,61.80495356037152,248.79341471282055,CACNA1C
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),1/20,0.017855195476470426,0.0559079074078329,0,0,61.80495356037152,248.79341471282055,CDKN1A
Negative Regulation Of Intracellular Signal Transduction (GO:1902532),2/231,0.01799334951056691,0.0559079074078329,0,0,10.782205240174672,43.320238107962304,PLEK;RPS6KA1
Positive Regulation Of Developmental Process (GO:0051094),2/233,0.018287570765843603,0.056319244482421,0,0,10.687770562770565,42.76747347574325,RPS6KA1;AURKA
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),1/21,0.01874000670829494,0.05720633626742666,0,0,58.71176470588235,233.50224496360525,STMN2
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),1/22,0.019624065171284413,0.057874361691584546,0,0,55.91316526610644,219.7945772360195,CACNA1C
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),1/22,0.019624065171284413,0.057874361691584546,0,0,55.91316526610644,219.7945772360195,PRKCB
Positive Regulation Of Phosphatase Activity (GO:0010922),1/22,0.019624065171284413,0.057874361691584546,0,0,55.91316526610644,219.7945772360195,PLEK
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),1/22,0.019624065171284413,0.057874361691584546,0,0,55.91316526610644,219.7945772360195,PLEK
Regulation Of Centrosome Cycle (GO:0046605),1/23,0.02050737145707836,0.05947137722552725,0,0,53.36898395721925,207.44368622737056,AURKA
Negative Regulation Of Protein Depolymerization (GO:1901880),1/23,0.02050737145707836,0.05947137722552725,0,0,53.36898395721925,207.44368622737056,STMN2
Regulation Of Microtubule Depolymerization (GO:0031114),1/24,0.02138992615773652,0.06062656715554622,0,0,51.0460358056266,196.26359569838613,STMN2
Regulation Of Cell Cycle Phase Transition (GO:1901987),1/25,0.02227172987906945,0.06062656715554622,0,0,48.916666666666664,186.10038260880103,CDKN1A
Regulation Of Cell Size (GO:0008361),1/25,0.02227172987906945,0.06062656715554622,0,0,48.916666666666664,186.10038260880103,PLEK
Camera-Type Eye Development (GO:0043010),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,CACNA1C
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,PRKCB
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,STMN2
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,CDKN1A
Negative Regulation Of Protein Polymerization (GO:0032272),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,STMN2
Regulation Of Actin Filament Bundle Assembly (GO:0032231),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,PLEK
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/26,0.023152783214921657,0.06062656715554622,0,0,46.95764705882353,176.82560723797164,CACNA1C
Negative Regulation Of Signal Transduction (GO:0009968),2/267,0.023598706599198247,0.06062656715554622,0,0,9.300471698113208,34.84480662108599,PRKCB;PLEK
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),1/27,0.02403308675659661,0.06062656715554622,0,0,45.14932126696833,168.33128827465845,AURKA
Cortical Cytoskeleton Organization (GO:0030865),1/27,0.02403308675659661,0.06062656715554622,0,0,45.14932126696833,168.33128827465845,PLEK
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),1/27,0.02403308675659661,0.06062656715554622,0,0,45.14932126696833,168.33128827465845,STMN2
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),1/27,0.02403308675659661,0.06062656715554622,0,0,45.14932126696833,168.33128827465845,PRKCB
Chemical Synaptic Transmission (GO:0007268),2/273,0.024595085530588232,0.06062656715554622,0,0,9.09178966789668,33.686977550371914,KCNA1;RPS6KA1
Regulation Of Chromosome Segregation (GO:0051983),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,KIF2C
Regulation Of Glucose Metabolic Process (GO:0010906),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,BCKDK
Hematopoietic Progenitor Cell Differentiation (GO:0002244),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,PLEK
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,CACNA1C
Regulation Of Platelet Activation (GO:0010543),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,PLEK
Primary Neural Tube Formation (GO:0014020),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,VASP
Positive Regulation Of Fibroblast Proliferation (GO:0048146),1/28,0.0249126411012733,0.06062656715554622,0,0,43.474945533769066,160.52601632867996,CDKN1A
Cardiac Muscle Cell Action Potential (GO:0086001),1/29,0.02579144685281,0.06147550345738275,0,0,41.92016806722689,153.33191684558912,CACNA1C
Tube Closure (GO:0060606),1/29,0.02579144685281,0.06147550345738275,0,0,41.92016806722689,153.33191684558912,VASP
Regulation Of Muscle Contraction (GO:0006937),1/29,0.02579144685281,0.06147550345738275,0,0,41.92016806722689,153.33191684558912,KCNA1
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002),1/30,0.02666950460061794,0.06187325067343362,0,0,40.47261663286004,146.68225415832842,CACNA1C
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),1/30,0.02666950460061794,0.06187325067343362,0,0,40.47261663286004,146.68225415832842,CDKN1A
Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),1/30,0.02666950460061794,0.06187325067343362,0,0,40.47261663286004,146.68225415832842,PLEK
Regulation Of Calcium-Mediated Signaling (GO:0050848),1/30,0.02666950460061794,0.06187325067343362,0,0,40.47261663286004,146.68225415832842,PLEK
Negative Regulation Of Developmental Growth (GO:0048640),1/31,0.02754681494066949,0.06265550064936588,0,0,39.12156862745098,140.51952455455398,CDKN1A
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),1/31,0.02754681494066949,0.06265550064936588,0,0,39.12156862745098,140.51952455455398,STMN2
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),1/31,0.02754681494066949,0.06265550064936588,0,0,39.12156862745098,140.51952455455398,CDKN1A
Regulation Of Transmembrane Transport (GO:0034762),1/32,0.028423378470110255,0.06340599812563057,0,0,37.85768500948767,134.79392621731594,PRKCB
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),1/32,0.028423378470110255,0.06340599812563057,0,0,37.85768500948767,134.79392621731594,CDKN1A
Neural Tube Closure (GO:0001843),1/32,0.028423378470110255,0.06340599812563057,0,0,37.85768500948767,134.79392621731594,VASP
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),1/33,0.02929919579032357,0.06369020126281338,0,0,36.67279411764706,129.4621221594897,ADRB2
Actin Filament Bundle Assembly (GO:0051017),1/33,0.02929919579032357,0.06369020126281338,0,0,36.67279411764706,129.4621221594897,ADD2
Actin Filament Bundle Organization (GO:0061572),1/33,0.02929919579032357,0.06369020126281338,0,0,36.67279411764706,129.4621221594897,ADD2
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),1/33,0.02929919579032357,0.06369020126281338,0,0,36.67279411764706,129.4621221594897,BCKDK
Cellular Response To Amyloid-Beta (GO:1904646),1/34,0.030174267482518016,0.06369020126281338,0,0,35.559714795008915,124.48623298308226,ADRB2
Regulation Of DNA Biosynthetic Process (GO:2000278),1/34,0.030174267482518016,0.06369020126281338,0,0,35.559714795008915,124.48623298308226,CDKN1A
Embryonic Limb Morphogenesis (GO:0030326),1/34,0.030174267482518016,0.06369020126281338,0,0,35.559714795008915,124.48623298308226,CACNA1C
Positive Regulation Of Mitotic Nuclear Division (GO:0045840),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,AURKA
Platelet Aggregation (GO:0070527),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,PLEK
Action Potential (GO:0001508),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,KCNA1
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,CDKN1A
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,CDKN1A
Liver Development (GO:0001889),1/35,0.031048594155870846,0.06369020126281338,0,0,34.5121107266436,119.83301120641356,AURKA
Positive Regulation Of MAPK Cascade (GO:0043410),2/310,0.031113029352523785,0.06369020126281338,0,0,7.984577922077922,27.70751218469436,ADRB2;RAF1
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",1/36,0.03192217639649051,0.06458672898824824,0,0,33.52436974789916,115.4731604004656,CDKN1A
Positive Regulation Of Signaling Receptor Activity (GO:2000273),1/36,0.03192217639649051,0.06458672898824824,0,0,33.52436974789916,115.4731604004656,ADRB2
Calcium Ion Import Across Plasma Membrane (GO:0098703),1/37,0.0327950148043916,0.06521522943959016,0,0,32.591503267973856,111.38077026649428,CACNA1C
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1/37,0.0327950148043916,0.06521522943959016,0,0,32.591503267973856,111.38077026649428,CDKN1A
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1/37,0.0327950148043916,0.06521522943959016,0,0,32.591503267973856,111.38077026649428,CDKN1A
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),1/38,0.03366710996592093,0.06619296196689539,0,0,31.70906200317965,107.5328454820737,AURKA
Amino Acid Catabolic Process (GO:0009063),1/38,0.03366710996592093,0.06619296196689539,0,0,31.70906200317965,107.5328454820737,BCKDK
Protein-Containing Complex Assembly (GO:0065003),2/328,0.03450762582728679,0.06733528625715729,0,0,7.53680981595092,25.373235060695535,ADRB2;ADD2
